alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,correlation,correlation_structure,redraw_train_test,n_train,n_test
0.1,10,30,26,Empirical_copula,Gaussian,absolute_residual,0.7675,30579598070.782272,25.908238130723323,0.0009980201721191406,0.0,equicorrelated,True,7200,800
0.1,10,30,27,TSCP_R,Gaussian,absolute_residual,0.8975,63102000097.495674,33.67636465715171,0.0029990673065185547,0.0,equicorrelated,True,7200,800
0.1,10,30,27,Point_CHR,Gaussian,absolute_residual,0.9175,354249629725.6772,38.50032920531546,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,27,Unscaled,Gaussian,absolute_residual,0.95125,28391512174527.887,22.147201268321187,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,27,Empirical_copula,Gaussian,absolute_residual,0.72375,10407742557.125101,25.958836874417134,0.0010004043579101562,0.0,equicorrelated,True,7200,800
0.1,10,30,28,TSCP_R,Gaussian,absolute_residual,0.9125,85252577993.40553,27.983712711502076,0.003000020980834961,0.0,equicorrelated,True,7200,800
0.1,10,30,28,Point_CHR,Gaussian,absolute_residual,0.99,3969975119328.489,54.74619310750653,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,28,Unscaled,Gaussian,absolute_residual,0.8975,5667805192245.965,18.851308100559724,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,28,Empirical_copula,Gaussian,absolute_residual,0.74625,14938889309.877098,24.72924201940868,0.0009949207305908203,0.0,equicorrelated,True,7200,800
0.1,10,30,29,TSCP_R,Gaussian,absolute_residual,0.875,31710198666.69767,24.395947042062033,0.001999378204345703,0.0,equicorrelated,True,7200,800
0.1,10,30,29,Point_CHR,Gaussian,absolute_residual,0.95875,436191307347.4075,41.20834279426063,0.0009992122650146484,0.0,equicorrelated,True,7200,800
0.1,10,30,29,Unscaled,Gaussian,absolute_residual,0.9575,25471171014211.87,21.90810890683135,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,29,Empirical_copula,Gaussian,absolute_residual,0.73125,11820349626.448128,26.3358506992819,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,30,TSCP_R,Gaussian,absolute_residual,0.7,10014742768.780844,25.73732939799409,0.0019991397857666016,0.0,equicorrelated,True,7200,800
0.1,10,30,30,Point_CHR,Gaussian,absolute_residual,0.71625,20279267888.74962,24.788611485811636,0.0009996891021728516,0.0,equicorrelated,True,7200,800
0.1,10,30,30,Unscaled,Gaussian,absolute_residual,0.89625,7471168877678.113,19.379334336471473,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,30,Empirical_copula,Gaussian,absolute_residual,0.565,4670974259.021183,20.813023744015474,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,31,TSCP_R,Gaussian,absolute_residual,0.70875,9873347839.738111,21.399386612781967,0.003145456314086914,0.0,equicorrelated,True,7200,800
0.1,10,30,31,Point_CHR,Gaussian,absolute_residual,0.96,245379565047.66696,34.114810561284074,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,31,Unscaled,Gaussian,absolute_residual,0.76875,1160683370218.99,16.08686347948341,0.0010149478912353516,0.0,equicorrelated,True,7200,800
0.1,10,30,31,Empirical_copula,Gaussian,absolute_residual,0.5275,3140138433.3643312,22.58915214746287,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,32,TSCP_R,Gaussian,absolute_residual,0.80875,19190825825.19374,26.859018476988275,0.0019884109497070312,0.0,equicorrelated,True,7200,800
0.1,10,30,32,Point_CHR,Gaussian,absolute_residual,0.86375,56230411118.47562,27.77647566887574,0.00099945068359375,0.0,equicorrelated,True,7200,800
0.1,10,30,32,Unscaled,Gaussian,absolute_residual,0.89375,5772426708655.613,18.88581985306054,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,32,Empirical_copula,Gaussian,absolute_residual,0.605,4929388686.082729,22.98724436644589,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,33,TSCP_R,Gaussian,absolute_residual,0.9775,506868866628.9765,33.40483012058368,0.0030052661895751953,0.0,equicorrelated,True,7200,800
0.1,10,30,33,Point_CHR,Gaussian,absolute_residual,1.0,15319337418543.807,44.133648335591,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,33,Unscaled,Gaussian,absolute_residual,0.89375,7805611862814.662,19.46438540212822,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,33,Empirical_copula,Gaussian,absolute_residual,0.75125,31130695362.974583,24.10008528977081,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,34,TSCP_R,Gaussian,absolute_residual,0.96625,283906587744.01624,30.060776257486452,0.0029964447021484375,0.0,equicorrelated,True,7200,800
0.1,10,30,34,Point_CHR,Gaussian,absolute_residual,0.9975,4736795033692.172,40.62766908814136,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,34,Unscaled,Gaussian,absolute_residual,0.89625,8781666501278.822,19.695077495762117,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,34,Empirical_copula,Gaussian,absolute_residual,0.65625,16334893138.014269,27.604634947917088,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,35,TSCP_R,Gaussian,absolute_residual,0.95375,204877887159.48752,34.73317606439246,0.001998424530029297,0.0,equicorrelated,True,7200,800
0.1,10,30,35,Point_CHR,Gaussian,absolute_residual,0.9175,390909209592.715,39.72802010835754,0.0010018348693847656,0.0,equicorrelated,True,7200,800
0.1,10,30,35,Unscaled,Gaussian,absolute_residual,0.94125,16297301056345.83,20.951328621960982,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,35,Empirical_copula,Gaussian,absolute_residual,0.7225,12520741319.756004,24.800685837907878,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,36,TSCP_R,Gaussian,absolute_residual,0.96625,201359472699.8216,31.330798780259286,0.003002166748046875,0.0,equicorrelated,True,7200,800
0.1,10,30,36,Point_CHR,Gaussian,absolute_residual,0.9875,1805714858317.9802,46.110711997105454,0.0010089874267578125,0.0,equicorrelated,True,7200,800
0.1,10,30,36,Unscaled,Gaussian,absolute_residual,0.9375,18528739961946.805,21.221915875107815,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,36,Empirical_copula,Gaussian,absolute_residual,0.825,25902703857.524956,25.10409892423327,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,37,TSCP_R,Gaussian,absolute_residual,0.93375,94503759603.96326,29.373735767204167,0.0029981136322021484,0.0,equicorrelated,True,7200,800
0.1,10,30,37,Point_CHR,Gaussian,absolute_residual,0.98125,364813633693.4578,36.22878388334221,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,37,Unscaled,Gaussian,absolute_residual,0.9075,6159224979589.867,19.00870832494216,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,37,Empirical_copula,Gaussian,absolute_residual,0.785,17077552795.64604,23.003727359870197,0.0009996891021728516,0.0,equicorrelated,True,7200,800
0.1,10,30,38,TSCP_R,Gaussian,absolute_residual,0.9125,102555433698.56845,30.117951586448086,0.0019996166229248047,0.0,equicorrelated,True,7200,800
0.1,10,30,38,Point_CHR,Gaussian,absolute_residual,0.96,2560769999798.7505,46.9449070131552,0.0009996891021728516,0.0,equicorrelated,True,7200,800
0.1,10,30,38,Unscaled,Gaussian,absolute_residual,0.9275,16142991691463.59,20.931406032200584,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,38,Empirical_copula,Gaussian,absolute_residual,0.69875,11900436981.257442,23.955324936947942,0.0010004043579101562,0.0,equicorrelated,True,7200,800
0.1,10,30,39,TSCP_R,Gaussian,absolute_residual,0.885,66899685232.15552,30.610025584069255,0.0029993057250976562,0.0,equicorrelated,True,7200,800
