alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,redraw_train_test,n_train,n_test,noise_ratio
0.1,10,100,5,TSCP_R,Gaussian,absolute_residual,0.89875,38903774929.6562,47.52452938478423,0.0030050277709960938,True,7200,800,20
0.1,10,100,5,Point_CHR,Gaussian,absolute_residual,0.94625,70059111452.18964,54.435132874081106,0.001085042953491211,True,7200,800,20
0.1,10,100,5,Unscaled,Gaussian,absolute_residual,0.895,1847695443935907.8,33.62505774178608,0.0,True,7200,800,20
0.1,10,100,5,Empirical_copula,Gaussian,absolute_residual,0.795,16322887056.692846,44.72570924716061,0.0009095668792724609,True,7200,800,20
0.1,10,100,6,TSCP_R,Gaussian,absolute_residual,0.855,30540993051.13188,50.35057528880804,0.00400543212890625,True,7200,800,20
0.1,10,100,6,Point_CHR,Gaussian,absolute_residual,0.8275,18536581299.99366,44.93574791488714,0.000997304916381836,True,7200,800,20
0.1,10,100,6,Unscaled,Gaussian,absolute_residual,0.88,1282810055408108.8,32.42024074948641,0.0,True,7200,800,20
0.1,10,100,6,Empirical_copula,Gaussian,absolute_residual,0.8,16459197955.504847,52.65762385458284,0.0010006427764892578,True,7200,800,20
0.1,10,100,7,TSCP_R,Gaussian,absolute_residual,0.91375,59426404769.68911,53.950437275743894,0.00400233268737793,True,7200,800,20
0.1,10,100,7,Point_CHR,Gaussian,absolute_residual,0.905,74520137450.82364,60.96073777130005,0.0,True,7200,800,20
0.1,10,100,7,Unscaled,Gaussian,absolute_residual,0.9,2355318322215413.0,34.451248171317644,0.0,True,7200,800,20
0.1,10,100,7,Empirical_copula,Gaussian,absolute_residual,0.81625,19062767219.917625,43.38931094396578,0.0009982585906982422,True,7200,800,20
0.1,10,100,8,TSCP_R,Gaussian,absolute_residual,0.87375,33689347886.617798,48.66913562788345,0.004000663757324219,True,7200,800,20
0.1,10,100,8,Point_CHR,Gaussian,absolute_residual,0.89875,50871591421.140526,57.85058247027817,0.0,True,7200,800,20
0.1,10,100,8,Unscaled,Gaussian,absolute_residual,0.87875,1823140512476675.5,33.580102247056324,0.0,True,7200,800,20
0.1,10,100,8,Empirical_copula,Gaussian,absolute_residual,0.7625,14307758498.360216,40.892626109479686,0.0020041465759277344,True,7200,800,20
0.1,10,100,9,TSCP_R,Gaussian,absolute_residual,0.89375,34506826571.34162,47.43385748705747,0.003002643585205078,True,7200,800,20
0.1,10,100,9,Point_CHR,Gaussian,absolute_residual,0.90625,54744641886.8892,54.411008042257905,0.0009992122650146484,True,7200,800,20
0.1,10,100,9,Unscaled,Gaussian,absolute_residual,0.8775,1305016314170467.0,32.4759298093244,0.0,True,7200,800,20
0.1,10,100,9,Empirical_copula,Gaussian,absolute_residual,0.8425,17600404132.36867,40.86867789882973,0.0009992122650146484,True,7200,800,20
0.1,10,100,10,TSCP_R,Gaussian,absolute_residual,0.8675,36457571549.00484,42.92186616860528,0.0029954910278320312,True,7200,800,20
0.1,10,100,10,Point_CHR,Gaussian,absolute_residual,0.87875,48155272709.573395,48.21225757034196,0.0010025501251220703,True,7200,800,20
0.1,10,100,10,Unscaled,Gaussian,absolute_residual,0.85625,765849737386491.1,30.79033093814935,0.0,True,7200,800,20
0.1,10,100,10,Empirical_copula,Gaussian,absolute_residual,0.78375,17467100668.386066,36.14362240499146,0.0010001659393310547,True,7200,800,20
0.1,10,100,11,TSCP_R,Gaussian,absolute_residual,0.89625,53634200786.61865,55.68789049654239,0.004019021987915039,True,7200,800,20
0.1,10,100,11,Point_CHR,Gaussian,absolute_residual,0.805,20791786140.860577,51.66317518021004,0.000982046127319336,True,7200,800,20
0.1,10,100,11,Unscaled,Gaussian,absolute_residual,0.9175,3103397392765901.5,35.414714015821396,0.0,True,7200,800,20
0.1,10,100,11,Empirical_copula,Gaussian,absolute_residual,0.80625,20927804219.090748,51.38186903389801,0.0010089874267578125,True,7200,800,20
0.1,10,100,12,TSCP_R,Gaussian,absolute_residual,0.91875,55451637485.28854,49.126634592098455,0.004004478454589844,True,7200,800,20
0.1,10,100,12,Point_CHR,Gaussian,absolute_residual,0.9575,177610988280.44528,51.74138957936225,0.0,True,7200,800,20
0.1,10,100,12,Unscaled,Gaussian,absolute_residual,0.865,782659186136014.9,30.857253523788426,0.0,True,7200,800,20
0.1,10,100,12,Empirical_copula,Gaussian,absolute_residual,0.85625,21897295725.422733,48.51815685940529,0.0009996891021728516,True,7200,800,20
0.1,10,100,13,TSCP_R,Gaussian,absolute_residual,0.85875,26476847349.73933,45.44984820633026,0.004006147384643555,True,7200,800,20
0.1,10,100,13,Point_CHR,Gaussian,absolute_residual,0.89625,58484204367.28849,48.521281831235655,0.0,True,7200,800,20
0.1,10,100,13,Unscaled,Gaussian,absolute_residual,0.88625,1359199696417267.5,32.608312687858174,0.0,True,7200,800,20
0.1,10,100,13,Empirical_copula,Gaussian,absolute_residual,0.775,12288075177.235815,41.27739036075886,0.000993490219116211,True,7200,800,20
0.1,10,100,14,TSCP_R,Gaussian,absolute_residual,0.94375,95459603728.39911,53.620047457597366,0.004006385803222656,True,7200,800,20
0.1,10,100,14,Point_CHR,Gaussian,absolute_residual,0.93625,114279818847.1519,53.62732441299737,0.0,True,7200,800,20
0.1,10,100,14,Unscaled,Gaussian,absolute_residual,0.86875,1155784926479845.8,32.08394052609437,0.0,True,7200,800,20
0.1,10,100,14,Empirical_copula,Gaussian,absolute_residual,0.80625,18542653124.835495,42.103399421873284,0.0009937286376953125,True,7200,800,20
0.1,10,100,15,TSCP_R,Gaussian,absolute_residual,0.96,102024913488.69324,60.02059237336252,0.002993345260620117,True,7200,800,20
0.1,10,100,15,Point_CHR,Gaussian,absolute_residual,0.9375,121957424005.28827,74.92479881543494,0.0009982585906982422,True,7200,800,20
0.1,10,100,15,Unscaled,Gaussian,absolute_residual,0.95125,5554164364083848.0,37.53719986668124,0.0,True,7200,800,20
0.1,10,100,15,Empirical_copula,Gaussian,absolute_residual,0.915,42893103104.880936,52.972696928672036,0.001007080078125,True,7200,800,20
0.1,10,100,16,TSCP_R,Gaussian,absolute_residual,0.935,84798922543.9222,58.37286298310944,0.003998279571533203,True,7200,800,20
0.1,10,100,16,Point_CHR,Gaussian,absolute_residual,0.95875,217779353977.5767,65.44489323338742,0.0,True,7200,800,20
0.1,10,100,16,Unscaled,Gaussian,absolute_residual,0.905,4036889320376285.5,36.35839338529649,0.0,True,7200,800,20
0.1,10,100,16,Empirical_copula,Gaussian,absolute_residual,0.83375,19820283336.63391,50.77623503329201,0.0020029544830322266,True,7200,800,20
0.1,10,100,17,TSCP_R,Gaussian,absolute_residual,0.9175,60223396599.3994,45.98737763579645,0.0029935836791992188,True,7200,800,20
0.1,10,100,17,Point_CHR,Gaussian,absolute_residual,0.9175,61462881153.06995,46.70094124933367,0.0010082721710205078,True,7200,800,20
0.1,10,100,17,Unscaled,Gaussian,absolute_residual,0.89875,2715707382406095.0,34.94526170784287,0.0,True,7200,800,20
0.1,10,100,17,Empirical_copula,Gaussian,absolute_residual,0.8725,31562823284.10749,42.300166710056764,0.0010025501251220703,True,7200,800,20
0.1,10,100,18,TSCP_R,Gaussian,absolute_residual,0.9375,64486554110.82638,53.13008184283116,0.003996372222900391,True,7200,800,20
0.1,10,100,18,Point_CHR,Gaussian,absolute_residual,0.9575,120290530102.1709,48.891059030375295,0.0,True,7200,800,20
0.1,10,100,18,Unscaled,Gaussian,absolute_residual,0.89875,1401898902156105.2,32.70933159658597,0.0,True,7200,800,20
0.1,10,100,18,Empirical_copula,Gaussian,absolute_residual,0.865,27428595740.331245,56.62182689486957,0.0020134449005126953,True,7200,800,20
0.1,10,100,19,TSCP_R,Gaussian,absolute_residual,0.94625,93154507383.61371,51.93833651741295,0.0040056705474853516,True,7200,800,20
0.1,10,100,19,Point_CHR,Gaussian,absolute_residual,0.95125,148607124424.32,59.67120673468025,0.0,True,7200,800,20
0.1,10,100,19,Unscaled,Gaussian,absolute_residual,0.89375,2594889834779245.5,34.78659271635979,0.0,True,7200,800,20
0.1,10,100,19,Empirical_copula,Gaussian,absolute_residual,0.885,39823563888.51286,50.81090575415891,0.000995635986328125,True,7200,800,20
0.1,10,100,20,TSCP_R,Gaussian,absolute_residual,0.88125,30427406590.77229,43.773092159252165,0.0029973983764648438,True,7200,800,20
0.1,10,100,20,Point_CHR,Gaussian,absolute_residual,0.91,60146910506.15304,45.4537950577088,0.000995635986328125,True,7200,800,20
0.1,10,100,20,Unscaled,Gaussian,absolute_residual,0.85375,711128292732563.6,30.562916560399756,0.0,True,7200,800,20
0.1,10,100,20,Empirical_copula,Gaussian,absolute_residual,0.81,13657792800.022675,44.0277328239298,0.0010001659393310547,True,7200,800,20
0.1,10,100,21,TSCP_R,Gaussian,absolute_residual,0.915,76434299399.62567,56.15452953750358,0.004006147384643555,True,7200,800,20
0.1,10,100,21,Point_CHR,Gaussian,absolute_residual,0.89,82804881322.1648,64.44673039613116,0.0,True,7200,800,20
0.1,10,100,21,Unscaled,Gaussian,absolute_residual,0.92625,3510792526472490.5,35.85423961162282,0.0,True,7200,800,20
0.1,10,100,21,Empirical_copula,Gaussian,absolute_residual,0.80875,22656254654.83373,46.964698424529125,0.000997304916381836,True,7200,800,20
0.1,10,100,22,TSCP_R,Gaussian,absolute_residual,0.875,34630901829.39836,55.32003762068458,0.0029973983764648438,True,7200,800,20
0.1,10,100,22,Point_CHR,Gaussian,absolute_residual,0.91125,66332301091.15298,55.254111929751566,0.0009970664978027344,True,7200,800,20
0.1,10,100,22,Unscaled,Gaussian,absolute_residual,0.93875,9111231645363682.0,39.44188920853062,0.0,True,7200,800,20
0.1,10,100,22,Empirical_copula,Gaussian,absolute_residual,0.78625,16506438685.205046,48.00655751311827,0.000997304916381836,True,7200,800,20
0.1,10,100,23,TSCP_R,Gaussian,absolute_residual,0.89625,37476619292.07941,52.6755768162892,0.004009723663330078,True,7200,800,20
0.1,10,100,23,Point_CHR,Gaussian,absolute_residual,0.9,36747139232.34596,53.02522233834762,0.0009968280792236328,True,7200,800,20
0.1,10,100,23,Unscaled,Gaussian,absolute_residual,0.89375,1796538332536774.5,33.53077943005764,0.0,True,7200,800,20
0.1,10,100,23,Empirical_copula,Gaussian,absolute_residual,0.80875,15283028720.349478,50.69482318426347,0.0009996891021728516,True,7200,800,20
0.1,10,100,24,TSCP_R,Gaussian,absolute_residual,0.925,68914275062.97014,49.24759906463364,0.003997325897216797,True,7200,800,20
0.1,10,100,24,Point_CHR,Gaussian,absolute_residual,0.94625,162572691512.9075,62.57722306338552,0.0,True,7200,800,20
0.1,10,100,24,Unscaled,Gaussian,absolute_residual,0.87875,1179266337400278.0,32.148535231853266,0.0,True,7200,800,20
0.1,10,100,24,Empirical_copula,Gaussian,absolute_residual,0.8025,21522785899.198116,40.96613821676926,0.002008676528930664,True,7200,800,20
0.1,10,100,25,TSCP_R,Gaussian,absolute_residual,0.91375,58772226944.790886,58.195769631212585,0.003005504608154297,True,7200,800,20
0.1,10,100,25,Point_CHR,Gaussian,absolute_residual,0.89,56408996824.56324,59.80679965884644,0.00099945068359375,True,7200,800,20
0.1,10,100,25,Unscaled,Gaussian,absolute_residual,0.925,4439599746814155.0,36.70577361943313,0.0,True,7200,800,20
0.1,10,100,25,Empirical_copula,Gaussian,absolute_residual,0.83375,23756021532.524673,51.00811990280908,0.0009999275207519531,True,7200,800,20
0.1,10,100,26,TSCP_R,Gaussian,absolute_residual,0.8725,26241174855.5419,46.37784289574101,0.00400233268737793,True,7200,800,20
0.1,10,100,26,Point_CHR,Gaussian,absolute_residual,0.8825,42746061006.73589,58.43774999635622,0.0009989738464355469,True,7200,800,20
0.1,10,100,26,Unscaled,Gaussian,absolute_residual,0.86125,952304993977874.1,31.468613337963316,0.0,True,7200,800,20
0.1,10,100,26,Empirical_copula,Gaussian,absolute_residual,0.7925,12414693604.748,42.0822709316701,0.0010075569152832031,True,7200,800,20
0.1,10,100,27,TSCP_R,Gaussian,absolute_residual,0.8825,44298473497.27373,45.446167582394956,0.003004789352416992,True,7200,800,20
0.1,10,100,27,Point_CHR,Gaussian,absolute_residual,0.9125,103367751068.55177,41.918169896722205,0.0009999275207519531,True,7200,800,20
0.1,10,100,27,Unscaled,Gaussian,absolute_residual,0.86375,1091562821259552.4,31.901042341022272,0.0,True,7200,800,20
0.1,10,100,27,Empirical_copula,Gaussian,absolute_residual,0.8275,17872220546.33329,46.08494027154672,0.0010037422180175781,True,7200,800,20
0.1,10,100,28,TSCP_R,Gaussian,absolute_residual,0.92375,65611277903.555405,53.44979449498284,0.003997802734375,True,7200,800,20
0.1,10,100,28,Point_CHR,Gaussian,absolute_residual,0.9425,135481973070.28719,65.35972723542383,0.0,True,7200,800,20
0.1,10,100,28,Unscaled,Gaussian,absolute_residual,0.91875,4196775881976363.0,36.49989185932938,0.0,True,7200,800,20
0.1,10,100,28,Empirical_copula,Gaussian,absolute_residual,0.83,23644272527.09959,43.18257870401444,0.0010061264038085938,True,7200,800,20
0.1,10,100,29,TSCP_R,Gaussian,absolute_residual,0.9075,61380518934.24035,53.216614270397876,0.002992391586303711,True,7200,800,20
0.1,10,100,29,Point_CHR,Gaussian,absolute_residual,0.9,66935120812.35648,52.55859744368212,0.0,True,7200,800,20
0.1,10,100,29,Unscaled,Gaussian,absolute_residual,0.92125,4849554832164174.0,37.03140479379875,0.0,True,7200,800,20
0.1,10,100,29,Empirical_copula,Gaussian,absolute_residual,0.84875,32805781099.574783,50.95075855977214,0.0010018348693847656,True,7200,800,20
0.1,10,100,30,TSCP_R,Gaussian,absolute_residual,0.9225,44035252108.53711,55.77283525121225,0.0040051937103271484,True,7200,800,20
0.1,10,100,30,Point_CHR,Gaussian,absolute_residual,0.9425,101560743963.75816,63.93690573730633,0.0010037422180175781,True,7200,800,20
0.1,10,100,30,Unscaled,Gaussian,absolute_residual,0.94375,7767333423918886.0,38.81746721075834,0.0,True,7200,800,20
0.1,10,100,30,Empirical_copula,Gaussian,absolute_residual,0.855,19848637794.426903,49.76887544794396,0.0009922981262207031,True,7200,800,20
0.1,10,100,31,TSCP_R,Gaussian,absolute_residual,0.87625,31330766323.34468,55.57680208593868,0.0030059814453125,True,7200,800,20
0.1,10,100,31,Point_CHR,Gaussian,absolute_residual,0.8575,32928068742.0097,57.88876930306924,0.0,True,7200,800,20
0.1,10,100,31,Unscaled,Gaussian,absolute_residual,0.9575,1.0092365405323366e+16,39.8473364357018,0.0,True,7200,800,20
0.1,10,100,31,Empirical_copula,Gaussian,absolute_residual,0.7875,15619138782.783514,56.41209634561968,0.0010035037994384766,True,7200,800,20
0.1,10,100,32,TSCP_R,Gaussian,absolute_residual,0.95125,114121868109.54204,56.63457842816952,0.004002571105957031,True,7200,800,20
0.1,10,100,32,Point_CHR,Gaussian,absolute_residual,0.97625,380856398077.4529,56.32924233022068,0.0,True,7200,800,20
0.1,10,100,32,Unscaled,Gaussian,absolute_residual,0.9575,8329942825421177.0,39.08986783428434,0.0,True,7200,800,20
0.1,10,100,32,Empirical_copula,Gaussian,absolute_residual,0.87,38466786069.1731,48.90013703136895,0.001995563507080078,True,7200,800,20
0.1,10,100,33,TSCP_R,Gaussian,absolute_residual,0.93625,87024145244.84798,57.47088662284362,0.004002571105957031,True,7200,800,20
0.1,10,100,33,Point_CHR,Gaussian,absolute_residual,0.8675,38790747130.782295,49.77788294722801,0.0,True,7200,800,20
0.1,10,100,33,Unscaled,Gaussian,absolute_residual,0.94375,8654486540401024.0,39.23956015976782,0.0010001659393310547,True,7200,800,20
0.1,10,100,33,Empirical_copula,Gaussian,absolute_residual,0.85125,28007216787.845776,48.495172599191754,0.000997781753540039,True,7200,800,20
0.1,10,100,34,TSCP_R,Gaussian,absolute_residual,0.91125,56361610451.100365,61.39792627632483,0.0030057430267333984,True,7200,800,20
0.1,10,100,34,Point_CHR,Gaussian,absolute_residual,0.9625,241560980287.21106,73.25647564085084,0.0,True,7200,800,20
0.1,10,100,34,Unscaled,Gaussian,absolute_residual,0.935,6921482973710107.0,38.372484160164326,0.0,True,7200,800,20
0.1,10,100,34,Empirical_copula,Gaussian,absolute_residual,0.8525,25289088344.214455,58.11947200314528,0.0009927749633789062,True,7200,800,20
0.1,10,100,35,TSCP_R,Gaussian,absolute_residual,0.90875,51193018302.44288,58.331957437095255,0.00399470329284668,True,7200,800,20
0.1,10,100,35,Point_CHR,Gaussian,absolute_residual,0.94375,175699716232.79486,62.6937769948227,0.0,True,7200,800,20
0.1,10,100,35,Unscaled,Gaussian,absolute_residual,0.92875,4094910967910745.5,36.410315852469175,0.0,True,7200,800,20
0.1,10,100,35,Empirical_copula,Gaussian,absolute_residual,0.81125,18351333965.1237,54.467985254685956,0.0010006427764892578,True,7200,800,20
0.1,10,100,36,TSCP_R,Gaussian,absolute_residual,0.87875,35020027196.28406,51.958204005690305,0.003998517990112305,True,7200,800,20
0.1,10,100,36,Point_CHR,Gaussian,absolute_residual,0.90875,57569770842.90773,54.32429372730716,0.0,True,7200,800,20
0.1,10,100,36,Unscaled,Gaussian,absolute_residual,0.90625,3515876845183298.0,35.85942863061569,0.0,True,7200,800,20
0.1,10,100,36,Empirical_copula,Gaussian,absolute_residual,0.81625,20585902203.73031,52.26744749910461,0.0009882450103759766,True,7200,800,20
0.1,10,100,37,TSCP_R,Gaussian,absolute_residual,0.8675,24248835730.0416,48.439251472049584,0.0029921531677246094,True,7200,800,20
0.1,10,100,37,Point_CHR,Gaussian,absolute_residual,0.87625,26616884769.716022,54.18185278000049,0.0010097026824951172,True,7200,800,20
0.1,10,100,37,Unscaled,Gaussian,absolute_residual,0.89375,1503306278812128.8,32.938570486882625,0.0,True,7200,800,20
0.1,10,100,37,Empirical_copula,Gaussian,absolute_residual,0.81375,14133759570.500654,48.381652266418726,0.0009970664978027344,True,7200,800,20
0.1,10,100,38,TSCP_R,Gaussian,absolute_residual,0.9425,69010961290.93327,54.791783592497765,0.004004001617431641,True,7200,800,20
0.1,10,100,38,Point_CHR,Gaussian,absolute_residual,0.91125,64460038394.73461,55.98847427971177,0.0,True,7200,800,20
0.1,10,100,38,Unscaled,Gaussian,absolute_residual,0.95,4759372618110060.0,36.96195813284676,0.0,True,7200,800,20
0.1,10,100,38,Empirical_copula,Gaussian,absolute_residual,0.8625,30180636923.95514,46.959734585960724,0.001995086669921875,True,7200,800,20
0.1,10,100,39,TSCP_R,Gaussian,absolute_residual,0.89875,52734612554.39957,54.8576806574154,0.004010438919067383,True,7200,800,20
0.1,10,100,39,Point_CHR,Gaussian,absolute_residual,0.92875,82591555192.03035,54.19823619942607,0.0,True,7200,800,20
0.1,10,100,39,Unscaled,Gaussian,absolute_residual,0.90875,3293300514838741.0,35.62567783240301,0.0,True,7200,800,20
0.1,10,100,39,Empirical_copula,Gaussian,absolute_residual,0.77375,16263882541.323301,53.93666615773299,0.0009958744049072266,True,7200,800,20
0.1,10,100,40,TSCP_R,Gaussian,absolute_residual,0.89875,51663194235.742294,57.21882921990067,0.003004789352416992,True,7200,800,20
0.1,10,100,40,Point_CHR,Gaussian,absolute_residual,0.92125,104167737189.64479,60.347395802305,0.0010883808135986328,True,7200,800,20
0.1,10,100,40,Unscaled,Gaussian,absolute_residual,0.94625,7026145136428727.0,38.43011744157843,0.0,True,7200,800,20
0.1,10,100,40,Empirical_copula,Gaussian,absolute_residual,0.77875,17595897056.288197,47.086750917192184,0.0009093284606933594,True,7200,800,20
0.1,10,100,41,TSCP_R,Gaussian,absolute_residual,0.915,41598311383.33849,52.99822777316677,0.0040073394775390625,True,7200,800,20
0.1,10,100,41,Point_CHR,Gaussian,absolute_residual,0.91875,96005512859.64137,61.233866559065504,0.0,True,7200,800,20
0.1,10,100,41,Unscaled,Gaussian,absolute_residual,0.93375,3870500826756041.0,36.205680652323984,0.0,True,7200,800,20
0.1,10,100,41,Empirical_copula,Gaussian,absolute_residual,0.80875,16346912959.13778,48.24112253274246,0.0009975433349609375,True,7200,800,20
0.1,10,100,42,TSCP_R,Gaussian,absolute_residual,0.93875,59692111582.51129,53.26265066439746,0.002996206283569336,True,7200,800,20
0.1,10,100,42,Point_CHR,Gaussian,absolute_residual,0.9175,43330540460.63678,51.549673745347164,0.0009946823120117188,True,7200,800,20
0.1,10,100,42,Unscaled,Gaussian,absolute_residual,0.90125,3666349154356135.5,36.010021621912465,0.0,True,7200,800,20
0.1,10,100,42,Empirical_copula,Gaussian,absolute_residual,0.8475,22219295038.08975,45.73542660860126,0.0010018348693847656,True,7200,800,20
0.1,10,100,43,TSCP_R,Gaussian,absolute_residual,0.955,126290997546.44217,54.871540877864575,0.004008054733276367,True,7200,800,20
0.1,10,100,43,Point_CHR,Gaussian,absolute_residual,0.95,133918659998.57852,57.2662710050897,0.0,True,7200,800,20
0.1,10,100,43,Unscaled,Gaussian,absolute_residual,0.885,1692070279387581.8,33.33050084806264,0.0,True,7200,800,20
0.1,10,100,43,Empirical_copula,Gaussian,absolute_residual,0.885,28977169677.068535,57.2662710050897,0.0019981861114501953,True,7200,800,20
0.1,10,100,44,TSCP_R,Gaussian,absolute_residual,0.91875,44094117598.58477,48.13859193338322,0.003996849060058594,True,7200,800,20
0.1,10,100,44,Point_CHR,Gaussian,absolute_residual,0.905,65003225755.32338,46.787618584374954,0.0,True,7200,800,20
0.1,10,100,44,Unscaled,Gaussian,absolute_residual,0.85125,963975791185231.6,31.506968063526248,0.0,True,7200,800,20
0.1,10,100,44,Empirical_copula,Gaussian,absolute_residual,0.815,15780866992.097334,47.21665371556243,0.0009968280792236328,True,7200,800,20
0.1,10,100,45,TSCP_R,Gaussian,absolute_residual,0.88125,30737721105.22937,44.99021544706835,0.003004312515258789,True,7200,800,20
0.1,10,100,45,Point_CHR,Gaussian,absolute_residual,0.90375,83452241756.4456,42.65519940775641,0.00099945068359375,True,7200,800,20
0.1,10,100,45,Unscaled,Gaussian,absolute_residual,0.87625,1214962090186198.2,32.244546461465134,0.0,True,7200,800,20
0.1,10,100,45,Empirical_copula,Gaussian,absolute_residual,0.81875,15597620326.550873,45.533243187997265,0.00099945068359375,True,7200,800,20
0.1,10,100,46,TSCP_R,Gaussian,absolute_residual,0.9175,63915433170.18721,46.76564676179253,0.004003286361694336,True,7200,800,20
0.1,10,100,46,Point_CHR,Gaussian,absolute_residual,0.84,32437592058.321995,43.77842071625447,0.0,True,7200,800,20
0.1,10,100,46,Unscaled,Gaussian,absolute_residual,0.9075,2225039612428153.0,34.25577320970993,0.0,True,7200,800,20
0.1,10,100,46,Empirical_copula,Gaussian,absolute_residual,0.81375,24397749217.91393,39.80628698626952,0.00099945068359375,True,7200,800,20
0.1,10,100,47,TSCP_R,Gaussian,absolute_residual,0.9375,90956746504.67795,65.87466479478454,0.004003286361694336,True,7200,800,20
0.1,10,100,47,Point_CHR,Gaussian,absolute_residual,0.95375,138338364518.66547,75.75988486783884,0.0,True,7200,800,20
0.1,10,100,47,Unscaled,Gaussian,absolute_residual,0.9425,1.3156126466012358e+16,40.91784981344137,0.0,True,7200,800,20
0.1,10,100,47,Empirical_copula,Gaussian,absolute_residual,0.8675,26736655697.989765,49.274750914152165,0.0009996891021728516,True,7200,800,20
0.1,10,100,48,TSCP_R,Gaussian,absolute_residual,0.90875,41210214601.30448,54.2294534045655,0.00400090217590332,True,7200,800,20
0.1,10,100,48,Point_CHR,Gaussian,absolute_residual,0.89875,35176784144.02413,52.682918889126256,0.000997304916381836,True,7200,800,20
0.1,10,100,48,Unscaled,Gaussian,absolute_residual,0.90375,1853497461373113.2,33.63560158115575,0.0,True,7200,800,20
0.1,10,100,48,Empirical_copula,Gaussian,absolute_residual,0.8425,22274907117.633827,47.23494208503085,0.0010085105895996094,True,7200,800,20
0.1,10,100,49,TSCP_R,Gaussian,absolute_residual,0.88375,36775543830.115364,54.665116245435016,0.0029909610748291016,True,7200,800,20
0.1,10,100,49,Point_CHR,Gaussian,absolute_residual,0.88125,50766195207.98168,62.82387021616269,0.000997781753540039,True,7200,800,20
0.1,10,100,49,Unscaled,Gaussian,absolute_residual,0.9175,5074114720062250.0,37.199407975767706,0.0,True,7200,800,20
0.1,10,100,49,Empirical_copula,Gaussian,absolute_residual,0.77875,14504457080.713469,49.53237477678679,0.0019991397857666016,True,7200,800,20
0.1,10,100,50,TSCP_R,Gaussian,absolute_residual,0.9075,54827062118.89333,59.72271456413354,0.0030090808868408203,True,7200,800,20
0.1,10,100,50,Point_CHR,Gaussian,absolute_residual,0.9225,95559008356.03755,69.04711400358408,0.0009987354278564453,True,7200,800,20
0.1,10,100,50,Unscaled,Gaussian,absolute_residual,0.96,8952066254756438.0,39.37243990319713,0.0,True,7200,800,20
0.1,10,100,50,Empirical_copula,Gaussian,absolute_residual,0.86,27478643102.0284,48.776219870617,0.0009984970092773438,True,7200,800,20
0.1,10,100,51,TSCP_R,Gaussian,absolute_residual,0.8775,45678308080.18554,50.86665006782651,0.0040094852447509766,True,7200,800,20
0.1,10,100,51,Point_CHR,Gaussian,absolute_residual,0.8825,54895865975.552826,49.220520903205525,0.0,True,7200,800,20
0.1,10,100,51,Unscaled,Gaussian,absolute_residual,0.88875,2741282925133285.5,34.9780332371994,0.0,True,7200,800,20
0.1,10,100,51,Empirical_copula,Gaussian,absolute_residual,0.79,20218810058.995487,46.81980288242538,0.0020017623901367188,True,7200,800,20
0.1,10,100,52,TSCP_R,Gaussian,absolute_residual,0.90125,53694234766.55221,46.53236888808142,0.0030040740966796875,True,7200,800,20
0.1,10,100,52,Point_CHR,Gaussian,absolute_residual,0.92,85410542039.11984,50.793418277324065,0.00099945068359375,True,7200,800,20
0.1,10,100,52,Unscaled,Gaussian,absolute_residual,0.9025,3280043445751071.5,35.61131079253587,0.0,True,7200,800,20
0.1,10,100,52,Empirical_copula,Gaussian,absolute_residual,0.8275,30265381568.623432,42.71736050665559,0.0009996891021728516,True,7200,800,20
0.1,10,100,53,TSCP_R,Gaussian,absolute_residual,0.92125,78355960108.08939,61.13748018786358,0.004002094268798828,True,7200,800,20
0.1,10,100,53,Point_CHR,Gaussian,absolute_residual,0.9175,90049341656.89658,69.5633154035032,0.0,True,7200,800,20
0.1,10,100,53,Unscaled,Gaussian,absolute_residual,0.9575,1.248364750226986e+16,40.703724458394056,0.0,True,7200,800,20
0.1,10,100,53,Empirical_copula,Gaussian,absolute_residual,0.80375,24679335935.68552,58.507221748443754,0.0010061264038085938,True,7200,800,20
0.1,10,100,54,TSCP_R,Gaussian,absolute_residual,0.9225,70386197850.43752,53.93079826148562,0.0029964447021484375,True,7200,800,20
0.1,10,100,54,Point_CHR,Gaussian,absolute_residual,0.90375,77123097869.71478,55.55439556385187,0.0,True,7200,800,20
0.1,10,100,54,Unscaled,Gaussian,absolute_residual,0.895,2754612569755828.5,34.99500440297904,0.0,True,7200,800,20
0.1,10,100,54,Empirical_copula,Gaussian,absolute_residual,0.83125,27891809349.163406,47.756294111350606,0.0009984970092773438,True,7200,800,20
0.1,10,100,55,TSCP_R,Gaussian,absolute_residual,0.92875,72367586468.38776,48.57100856012918,0.004000663757324219,True,7200,800,20
0.1,10,100,55,Point_CHR,Gaussian,absolute_residual,0.9175,98035352798.29453,49.68884327059042,0.0,True,7200,800,20
0.1,10,100,55,Unscaled,Gaussian,absolute_residual,0.88625,1107195045256136.9,31.946435912797572,0.0,True,7200,800,20
0.1,10,100,55,Empirical_copula,Gaussian,absolute_residual,0.84625,25213942580.10243,40.02632534011287,0.001005411148071289,True,7200,800,20
0.1,10,100,56,TSCP_R,Gaussian,absolute_residual,0.935,74458043576.20534,52.33916732433005,0.0030057430267333984,True,7200,800,20
0.1,10,100,56,Point_CHR,Gaussian,absolute_residual,0.9625,197523581527.92047,55.07216952235801,0.0010001659393310547,True,7200,800,20
