dataset,trial,n_cal,n_test,n_dim,coordinate,target,branch,binary_candidates,backward_candidates
scm20d,185,448,1794,16,9,MTLp9A,binary,8,0
scm20d,185,448,1794,16,10,MTLp10A,binary,9,0
scm20d,185,448,1794,16,11,MTLp11A,binary,9,0
scm20d,185,448,1794,16,12,MTLp12A,binary,8,0
scm20d,185,448,1794,16,13,MTLp13A,binary,8,0
scm20d,185,448,1794,16,14,MTLp14A,binary,8,0
scm20d,185,448,1794,16,15,MTLp15A,binary,8,0
scm20d,185,448,1794,16,16,MTLp16A,binary,8,0
scm20d,186,448,1794,16,1,LBL,binary,8,0
scm20d,186,448,1794,16,2,MTLp2A,binary,8,0
scm20d,186,448,1794,16,3,MTLp3A,binary,9,0
scm20d,186,448,1794,16,4,MTLp4A,binary,9,0
scm20d,186,448,1794,16,5,MTLp5A,binary,9,0
scm20d,186,448,1794,16,6,MTLp6A,binary,8,0
scm20d,186,448,1794,16,7,MTLp7A,binary,9,0
scm20d,186,448,1794,16,8,MTLp8A,binary,9,0
scm20d,186,448,1794,16,9,MTLp9A,binary,9,0
scm20d,186,448,1794,16,10,MTLp10A,binary,8,0
scm20d,186,448,1794,16,11,MTLp11A,binary,9,0
scm20d,186,448,1794,16,12,MTLp12A,binary,8,0
scm20d,186,448,1794,16,13,MTLp13A,binary,9,0
scm20d,186,448,1794,16,14,MTLp14A,binary,9,0
scm20d,186,448,1794,16,15,MTLp15A,binary,9,0
scm20d,186,448,1794,16,16,MTLp16A,binary,8,0
scm20d,187,448,1794,16,1,LBL,binary,8,0
scm20d,187,448,1794,16,2,MTLp2A,binary,8,0
scm20d,187,448,1794,16,3,MTLp3A,binary,8,0
scm20d,187,448,1794,16,4,MTLp4A,binary,8,0
scm20d,187,448,1794,16,5,MTLp5A,binary,8,0
scm20d,187,448,1794,16,6,MTLp6A,binary,8,0
scm20d,187,448,1794,16,7,MTLp7A,binary,8,0
scm20d,187,448,1794,16,8,MTLp8A,binary,8,0
scm20d,187,448,1794,16,9,MTLp9A,binary,8,0
scm20d,187,448,1794,16,10,MTLp10A,binary,9,0
scm20d,187,448,1794,16,11,MTLp11A,binary,8,0
scm20d,187,448,1794,16,12,MTLp12A,binary,8,0
scm20d,187,448,1794,16,13,MTLp13A,binary,9,0
scm20d,187,448,1794,16,14,MTLp14A,binary,8,0
scm20d,187,448,1794,16,15,MTLp15A,binary,8,0
scm20d,187,448,1794,16,16,MTLp16A,binary,9,0
scm20d,188,448,1794,16,1,LBL,binary,9,0
scm20d,188,448,1794,16,2,MTLp2A,binary,8,0
scm20d,188,448,1794,16,3,MTLp3A,binary,8,0
scm20d,188,448,1794,16,4,MTLp4A,binary,8,0
scm20d,188,448,1794,16,5,MTLp5A,binary,9,0
scm20d,188,448,1794,16,6,MTLp6A,binary,9,0
scm20d,188,448,1794,16,7,MTLp7A,binary,8,0
scm20d,188,448,1794,16,8,MTLp8A,binary,9,0
scm20d,188,448,1794,16,9,MTLp9A,binary,9,0
scm20d,188,448,1794,16,10,MTLp10A,binary,9,0
scm20d,188,448,1794,16,11,MTLp11A,binary,8,0
scm20d,188,448,1794,16,12,MTLp12A,binary,9,0
scm20d,188,448,1794,16,13,MTLp13A,binary,8,0
scm20d,188,448,1794,16,14,MTLp14A,binary,8,0
scm20d,188,448,1794,16,15,MTLp15A,binary,9,0
scm20d,188,448,1794,16,16,MTLp16A,binary,9,0
scm20d,189,448,1794,16,1,LBL,binary,9,0
scm20d,189,448,1794,16,2,MTLp2A,binary,9,0
scm20d,189,448,1794,16,3,MTLp3A,binary,8,0
scm20d,189,448,1794,16,4,MTLp4A,binary,9,0
scm20d,189,448,1794,16,5,MTLp5A,binary,9,0
scm20d,189,448,1794,16,6,MTLp6A,binary,8,0
scm20d,189,448,1794,16,7,MTLp7A,binary,8,0
scm20d,189,448,1794,16,8,MTLp8A,binary,9,0
scm20d,189,448,1794,16,9,MTLp9A,binary,8,0
scm20d,189,448,1794,16,10,MTLp10A,binary,9,0
scm20d,189,448,1794,16,11,MTLp11A,binary,8,0
scm20d,189,448,1794,16,12,MTLp12A,binary,8,0
scm20d,189,448,1794,16,13,MTLp13A,binary,8,0
scm20d,189,448,1794,16,14,MTLp14A,binary,8,0
scm20d,189,448,1794,16,15,MTLp15A,binary,8,0
scm20d,189,448,1794,16,16,MTLp16A,binary,9,0
scm20d,190,448,1794,16,1,LBL,binary,8,0
scm20d,190,448,1794,16,2,MTLp2A,binary,9,0
scm20d,190,448,1794,16,3,MTLp3A,binary,9,0
scm20d,190,448,1794,16,4,MTLp4A,binary,8,0
scm20d,190,448,1794,16,5,MTLp5A,binary,8,0
scm20d,190,448,1794,16,6,MTLp6A,binary,8,0
scm20d,190,448,1794,16,7,MTLp7A,binary,9,0
scm20d,190,448,1794,16,8,MTLp8A,binary,9,0
scm20d,190,448,1794,16,9,MTLp9A,binary,9,0
scm20d,190,448,1794,16,10,MTLp10A,binary,9,0
scm20d,190,448,1794,16,11,MTLp11A,binary,9,0
scm20d,190,448,1794,16,12,MTLp12A,binary,8,0
scm20d,190,448,1794,16,13,MTLp13A,binary,9,0
scm20d,190,448,1794,16,14,MTLp14A,binary,9,0
scm20d,190,448,1794,16,15,MTLp15A,binary,8,0
scm20d,190,448,1794,16,16,MTLp16A,binary,8,0
scm20d,191,448,1794,16,1,LBL,binary,9,0
scm20d,191,448,1794,16,2,MTLp2A,binary,9,0
scm20d,191,448,1794,16,3,MTLp3A,binary,9,0
scm20d,191,448,1794,16,4,MTLp4A,binary,8,0
scm20d,191,448,1794,16,5,MTLp5A,binary,9,0
scm20d,191,448,1794,16,6,MTLp6A,binary,8,0
scm20d,191,448,1794,16,7,MTLp7A,binary,8,0
scm20d,191,448,1794,16,8,MTLp8A,binary,9,0
scm20d,191,448,1794,16,9,MTLp9A,binary,9,0
scm20d,191,448,1794,16,10,MTLp10A,binary,8,0
scm20d,191,448,1794,16,11,MTLp11A,binary,8,0
scm20d,191,448,1794,16,12,MTLp12A,binary,8,0
scm20d,191,448,1794,16,13,MTLp13A,binary,8,0
scm20d,191,448,1794,16,14,MTLp14A,binary,8,0
scm20d,191,448,1794,16,15,MTLp15A,binary,8,0
scm20d,191,448,1794,16,16,MTLp16A,binary,9,0
scm20d,192,448,1794,16,1,LBL,binary,9,0
scm20d,192,448,1794,16,2,MTLp2A,binary,8,0
scm20d,192,448,1794,16,3,MTLp3A,binary,9,0
scm20d,192,448,1794,16,4,MTLp4A,binary,9,0
scm20d,192,448,1794,16,5,MTLp5A,binary,9,0
scm20d,192,448,1794,16,6,MTLp6A,binary,8,0
scm20d,192,448,1794,16,7,MTLp7A,binary,9,0
scm20d,192,448,1794,16,8,MTLp8A,binary,8,0
scm20d,192,448,1794,16,9,MTLp9A,binary,8,0
scm20d,192,448,1794,16,10,MTLp10A,binary,9,0
scm20d,192,448,1794,16,11,MTLp11A,binary,9,0
scm20d,192,448,1794,16,12,MTLp12A,binary,8,0
scm20d,192,448,1794,16,13,MTLp13A,binary,8,0
scm20d,192,448,1794,16,14,MTLp14A,binary,8,0
scm20d,192,448,1794,16,15,MTLp15A,binary,8,0
scm20d,192,448,1794,16,16,MTLp16A,binary,9,0
scm20d,193,448,1794,16,1,LBL,binary,8,0
scm20d,193,448,1794,16,2,MTLp2A,binary,9,0
scm20d,193,448,1794,16,3,MTLp3A,binary,8,0
scm20d,193,448,1794,16,4,MTLp4A,binary,9,0
scm20d,193,448,1794,16,5,MTLp5A,binary,9,0
scm20d,193,448,1794,16,6,MTLp6A,binary,9,0
scm20d,193,448,1794,16,7,MTLp7A,binary,9,0
scm20d,193,448,1794,16,8,MTLp8A,binary,9,0
scm20d,193,448,1794,16,9,MTLp9A,binary,9,0
scm20d,193,448,1794,16,10,MTLp10A,binary,9,0
scm20d,193,448,1794,16,11,MTLp11A,binary,9,0
scm20d,193,448,1794,16,12,MTLp12A,binary,9,0
scm20d,193,448,1794,16,13,MTLp13A,binary,8,0
scm20d,193,448,1794,16,14,MTLp14A,binary,8,0
scm20d,193,448,1794,16,15,MTLp15A,binary,9,0
scm20d,193,448,1794,16,16,MTLp16A,binary,9,0
scm20d,194,448,1794,16,1,LBL,binary,9,0
scm20d,194,448,1794,16,2,MTLp2A,binary,8,0
scm20d,194,448,1794,16,3,MTLp3A,binary,8,0
scm20d,194,448,1794,16,4,MTLp4A,binary,9,0
scm20d,194,448,1794,16,5,MTLp5A,binary,8,0
scm20d,194,448,1794,16,6,MTLp6A,binary,8,0
scm20d,194,448,1794,16,7,MTLp7A,binary,9,0
scm20d,194,448,1794,16,8,MTLp8A,binary,8,0
scm20d,194,448,1794,16,9,MTLp9A,binary,8,0
scm20d,194,448,1794,16,10,MTLp10A,binary,9,0
scm20d,194,448,1794,16,11,MTLp11A,binary,8,0
scm20d,194,448,1794,16,12,MTLp12A,binary,8,0
scm20d,194,448,1794,16,13,MTLp13A,binary,9,0
scm20d,194,448,1794,16,14,MTLp14A,binary,8,0
scm20d,194,448,1794,16,15,MTLp15A,binary,8,0
scm20d,194,448,1794,16,16,MTLp16A,binary,9,0
scm20d,195,448,1794,16,1,LBL,binary,8,0
scm20d,195,448,1794,16,2,MTLp2A,binary,8,0
scm20d,195,448,1794,16,3,MTLp3A,binary,8,0
scm20d,195,448,1794,16,4,MTLp4A,binary,9,0
scm20d,195,448,1794,16,5,MTLp5A,binary,8,0
scm20d,195,448,1794,16,6,MTLp6A,binary,8,0
scm20d,195,448,1794,16,7,MTLp7A,binary,9,0
scm20d,195,448,1794,16,8,MTLp8A,binary,9,0
scm20d,195,448,1794,16,9,MTLp9A,binary,9,0
scm20d,195,448,1794,16,10,MTLp10A,binary,9,0
scm20d,195,448,1794,16,11,MTLp11A,binary,9,0
scm20d,195,448,1794,16,12,MTLp12A,binary,9,0
scm20d,195,448,1794,16,13,MTLp13A,binary,9,0
scm20d,195,448,1794,16,14,MTLp14A,binary,8,0
scm20d,195,448,1794,16,15,MTLp15A,binary,8,0
scm20d,195,448,1794,16,16,MTLp16A,binary,9,0
scm20d,196,448,1794,16,1,LBL,binary,9,0
scm20d,196,448,1794,16,2,MTLp2A,binary,9,0
scm20d,196,448,1794,16,3,MTLp3A,binary,8,0
scm20d,196,448,1794,16,4,MTLp4A,binary,8,0
scm20d,196,448,1794,16,5,MTLp5A,binary,9,0
scm20d,196,448,1794,16,6,MTLp6A,binary,8,0
scm20d,196,448,1794,16,7,MTLp7A,binary,9,0
scm20d,196,448,1794,16,8,MTLp8A,binary,8,0
scm20d,196,448,1794,16,9,MTLp9A,binary,8,0
scm20d,196,448,1794,16,10,MTLp10A,binary,9,0
scm20d,196,448,1794,16,11,MTLp11A,binary,9,0
scm20d,196,448,1794,16,12,MTLp12A,binary,9,0
scm20d,196,448,1794,16,13,MTLp13A,binary,9,0
scm20d,196,448,1794,16,14,MTLp14A,binary,9,0
scm20d,196,448,1794,16,15,MTLp15A,binary,8,0
scm20d,196,448,1794,16,16,MTLp16A,binary,8,0
scm20d,197,448,1794,16,1,LBL,binary,9,0
scm20d,197,448,1794,16,2,MTLp2A,binary,8,0
scm20d,197,448,1794,16,3,MTLp3A,binary,8,0
scm20d,197,448,1794,16,4,MTLp4A,binary,8,0
scm20d,197,448,1794,16,5,MTLp5A,binary,8,0
scm20d,197,448,1794,16,6,MTLp6A,binary,9,0
scm20d,197,448,1794,16,7,MTLp7A,binary,8,0
scm20d,197,448,1794,16,8,MTLp8A,binary,9,0
scm20d,197,448,1794,16,9,MTLp9A,binary,8,0
scm20d,197,448,1794,16,10,MTLp10A,binary,9,0
scm20d,197,448,1794,16,11,MTLp11A,binary,8,0
scm20d,197,448,1794,16,12,MTLp12A,binary,8,0
scm20d,197,448,1794,16,13,MTLp13A,binary,9,0
scm20d,197,448,1794,16,14,MTLp14A,binary,9,0
scm20d,197,448,1794,16,15,MTLp15A,binary,9,0
scm20d,197,448,1794,16,16,MTLp16A,binary,9,0
scm20d,198,448,1794,16,1,LBL,binary,9,0
scm20d,198,448,1794,16,2,MTLp2A,binary,9,0
scm20d,198,448,1794,16,3,MTLp3A,binary,9,0
scm20d,198,448,1794,16,4,MTLp4A,binary,9,0
scm20d,198,448,1794,16,5,MTLp5A,binary,9,0
scm20d,198,448,1794,16,6,MTLp6A,binary,9,0
scm20d,198,448,1794,16,7,MTLp7A,binary,8,0
scm20d,198,448,1794,16,8,MTLp8A,binary,9,0
scm20d,198,448,1794,16,9,MTLp9A,binary,9,0
scm20d,198,448,1794,16,10,MTLp10A,binary,8,0
scm20d,198,448,1794,16,11,MTLp11A,binary,8,0
scm20d,198,448,1794,16,12,MTLp12A,binary,8,0
scm20d,198,448,1794,16,13,MTLp13A,binary,9,0
scm20d,198,448,1794,16,14,MTLp14A,binary,8,0
scm20d,198,448,1794,16,15,MTLp15A,binary,8,0
scm20d,198,448,1794,16,16,MTLp16A,binary,8,0
scm20d,199,448,1794,16,1,LBL,binary,9,0
scm20d,199,448,1794,16,2,MTLp2A,binary,9,0
scm20d,199,448,1794,16,3,MTLp3A,binary,8,0
scm20d,199,448,1794,16,4,MTLp4A,binary,8,0
scm20d,199,448,1794,16,5,MTLp5A,binary,8,0
scm20d,199,448,1794,16,6,MTLp6A,binary,9,0
scm20d,199,448,1794,16,7,MTLp7A,binary,8,0
scm20d,199,448,1794,16,8,MTLp8A,binary,8,0
scm20d,199,448,1794,16,9,MTLp9A,binary,8,0
scm20d,199,448,1794,16,10,MTLp10A,binary,8,0
scm20d,199,448,1794,16,11,MTLp11A,binary,9,0
scm20d,199,448,1794,16,12,MTLp12A,binary,9,0
scm20d,199,448,1794,16,13,MTLp13A,binary,8,0
scm20d,199,448,1794,16,14,MTLp14A,binary,9,0
scm20d,199,448,1794,16,15,MTLp15A,binary,9,0
scm20d,199,448,1794,16,16,MTLp16A,binary,9,0
energy,0,38,154,2,1,Y1,binary,5,0
energy,0,38,154,2,2,Y2,binary,5,0
energy,1,38,154,2,1,Y1,binary,5,0
energy,1,38,154,2,2,Y2,binary,5,0
energy,2,38,154,2,1,Y1,binary,5,0
energy,2,38,154,2,2,Y2,binary,5,0
energy,3,38,154,2,1,Y1,binary,5,0
energy,3,38,154,2,2,Y2,binary,5,0
energy,4,38,154,2,1,Y1,binary,5,0
energy,4,38,154,2,2,Y2,binary,5,0
energy,5,38,154,2,1,Y1,binary,5,0
energy,5,38,154,2,2,Y2,binary,5,0
energy,6,38,154,2,1,Y1,binary,5,0
energy,6,38,154,2,2,Y2,binary,5,0
energy,7,38,154,2,1,Y1,binary,5,0
energy,7,38,154,2,2,Y2,binary,5,0
energy,8,38,154,2,1,Y1,binary,6,0
energy,8,38,154,2,2,Y2,binary,5,0
energy,9,38,154,2,1,Y1,binary,5,0
energy,9,38,154,2,2,Y2,binary,5,0
energy,10,38,154,2,1,Y1,binary,5,0
energy,10,38,154,2,2,Y2,binary,5,0
energy,11,38,154,2,1,Y1,binary,5,0
energy,11,38,154,2,2,Y2,binary,5,0
energy,12,38,154,2,1,Y1,binary,5,0
energy,12,38,154,2,2,Y2,binary,5,0
energy,13,38,154,2,1,Y1,binary,5,0
energy,13,38,154,2,2,Y2,binary,5,0
energy,14,38,154,2,1,Y1,binary,5,0
energy,14,38,154,2,2,Y2,binary,5,0
energy,15,38,154,2,1,Y1,binary,5,0
energy,15,38,154,2,2,Y2,binary,5,0
energy,16,38,154,2,1,Y1,binary,5,0
energy,16,38,154,2,2,Y2,binary,5,0
energy,17,38,154,2,1,Y1,binary,5,0
energy,17,38,154,2,2,Y2,binary,5,0
energy,18,38,154,2,1,Y1,binary,5,0
energy,18,38,154,2,2,Y2,binary,5,0
energy,19,38,154,2,1,Y1,binary,5,0
energy,19,38,154,2,2,Y2,binary,5,0
energy,20,38,154,2,1,Y1,binary,5,0
energy,20,38,154,2,2,Y2,binary,5,0
energy,21,38,154,2,1,Y1,binary,5,0
energy,21,38,154,2,2,Y2,binary,5,0
energy,22,38,154,2,1,Y1,binary,5,0
energy,22,38,154,2,2,Y2,binary,5,0
energy,23,38,154,2,1,Y1,binary,5,0
energy,23,38,154,2,2,Y2,binary,5,0
energy,24,38,154,2,1,Y1,binary,5,0
energy,24,38,154,2,2,Y2,binary,5,0
energy,25,38,154,2,1,Y1,binary,5,0
energy,25,38,154,2,2,Y2,binary,5,0
energy,26,38,154,2,1,Y1,binary,5,0
energy,26,38,154,2,2,Y2,binary,5,0
energy,27,38,154,2,1,Y1,binary,5,0
energy,27,38,154,2,2,Y2,binary,5,0
energy,28,38,154,2,1,Y1,binary,5,0
energy,28,38,154,2,2,Y2,binary,5,0
energy,29,38,154,2,1,Y1,binary,5,0
energy,29,38,154,2,2,Y2,binary,5,0
energy,30,38,154,2,1,Y1,binary,5,0
energy,30,38,154,2,2,Y2,binary,5,0
energy,31,38,154,2,1,Y1,binary,5,0
energy,31,38,154,2,2,Y2,binary,5,0
energy,32,38,154,2,1,Y1,binary,5,0
energy,32,38,154,2,2,Y2,binary,4,0
energy,33,38,154,2,1,Y1,binary,5,0
energy,33,38,154,2,2,Y2,binary,5,0
energy,34,38,154,2,1,Y1,binary,5,0
energy,34,38,154,2,2,Y2,binary,5,0
energy,35,38,154,2,1,Y1,binary,5,0
energy,35,38,154,2,2,Y2,binary,5,0
energy,36,38,154,2,1,Y1,binary,5,0
energy,36,38,154,2,2,Y2,binary,5,0
energy,37,38,154,2,1,Y1,binary,5,0
energy,37,38,154,2,2,Y2,binary,5,0
energy,38,38,154,2,1,Y1,binary,5,0
energy,38,38,154,2,2,Y2,binary,4,0
energy,39,38,154,2,1,Y1,binary,5,0
energy,39,38,154,2,2,Y2,binary,5,0
energy,40,38,154,2,1,Y1,binary,5,0
energy,40,38,154,2,2,Y2,binary,5,0
energy,41,38,154,2,1,Y1,binary,5,0
energy,41,38,154,2,2,Y2,binary,4,0
energy,42,38,154,2,1,Y1,binary,5,0
energy,42,38,154,2,2,Y2,binary,5,0
energy,43,38,154,2,1,Y1,binary,5,0
energy,43,38,154,2,2,Y2,binary,5,0
energy,44,38,154,2,1,Y1,binary,5,0
energy,44,38,154,2,2,Y2,binary,5,0
energy,45,38,154,2,1,Y1,binary,5,0
energy,45,38,154,2,2,Y2,binary,5,0
energy,46,38,154,2,1,Y1,binary,5,0
energy,46,38,154,2,2,Y2,binary,6,0
energy,47,38,154,2,1,Y1,binary,5,0
energy,47,38,154,2,2,Y2,binary,5,0
energy,48,38,154,2,1,Y1,binary,5,0
energy,48,38,154,2,2,Y2,binary,5,0
energy,49,38,154,2,1,Y1,binary,5,0
energy,49,38,154,2,2,Y2,binary,5,0
energy,50,38,154,2,1,Y1,binary,5,0
energy,50,38,154,2,2,Y2,binary,4,0
energy,51,38,154,2,1,Y1,binary,5,0
energy,51,38,154,2,2,Y2,binary,5,0
energy,52,38,154,2,1,Y1,binary,5,0
energy,52,38,154,2,2,Y2,binary,5,0
energy,53,38,154,2,1,Y1,binary,5,0
energy,53,38,154,2,2,Y2,binary,5,0
energy,54,38,154,2,1,Y1,binary,5,0
energy,54,38,154,2,2,Y2,binary,5,0
energy,55,38,154,2,1,Y1,binary,5,0
energy,55,38,154,2,2,Y2,binary,5,0
energy,56,38,154,2,1,Y1,binary,5,0
energy,56,38,154,2,2,Y2,binary,5,0
energy,57,38,154,2,1,Y1,binary,5,0
energy,57,38,154,2,2,Y2,binary,5,0
energy,58,38,154,2,1,Y1,binary,5,0
energy,58,38,154,2,2,Y2,binary,5,0
energy,59,38,154,2,1,Y1,binary,5,0
energy,59,38,154,2,2,Y2,binary,5,0
energy,60,38,154,2,1,Y1,binary,5,0
energy,60,38,154,2,2,Y2,binary,5,0
energy,61,38,154,2,1,Y1,binary,5,0
energy,61,38,154,2,2,Y2,binary,5,0
energy,62,38,154,2,1,Y1,binary,5,0
energy,62,38,154,2,2,Y2,binary,5,0
energy,63,38,154,2,1,Y1,binary,5,0
energy,63,38,154,2,2,Y2,binary,5,0
energy,64,38,154,2,1,Y1,binary,5,0
energy,64,38,154,2,2,Y2,binary,5,0
energy,65,38,154,2,1,Y1,binary,4,0
energy,65,38,154,2,2,Y2,binary,5,0
energy,66,38,154,2,1,Y1,binary,5,0
energy,66,38,154,2,2,Y2,binary,5,0
energy,67,38,154,2,1,Y1,binary,5,0
energy,67,38,154,2,2,Y2,binary,5,0
energy,68,38,154,2,1,Y1,binary,5,0
energy,68,38,154,2,2,Y2,binary,5,0
energy,69,38,154,2,1,Y1,binary,5,0
energy,69,38,154,2,2,Y2,binary,5,0
energy,70,38,154,2,1,Y1,binary,5,0
energy,70,38,154,2,2,Y2,binary,5,0
energy,71,38,154,2,1,Y1,binary,5,0
energy,71,38,154,2,2,Y2,binary,5,0
energy,72,38,154,2,1,Y1,binary,5,0
energy,72,38,154,2,2,Y2,binary,5,0
energy,73,38,154,2,1,Y1,binary,5,0
energy,73,38,154,2,2,Y2,binary,4,0
energy,74,38,154,2,1,Y1,binary,5,0
energy,74,38,154,2,2,Y2,binary,5,0
energy,75,38,154,2,1,Y1,binary,5,0
energy,75,38,154,2,2,Y2,binary,5,0
energy,76,38,154,2,1,Y1,binary,5,0
energy,76,38,154,2,2,Y2,binary,5,0
energy,77,38,154,2,1,Y1,binary,5,0
energy,77,38,154,2,2,Y2,binary,5,0
energy,78,38,154,2,1,Y1,binary,5,0
energy,78,38,154,2,2,Y2,binary,5,0
energy,79,38,154,2,1,Y1,binary,5,0
energy,79,38,154,2,2,Y2,binary,4,0
energy,80,38,154,2,1,Y1,binary,5,0
energy,80,38,154,2,2,Y2,binary,5,0
energy,81,38,154,2,1,Y1,binary,5,0
energy,81,38,154,2,2,Y2,binary,5,0
energy,82,38,154,2,1,Y1,binary,6,0
energy,82,38,154,2,2,Y2,binary,5,0
energy,83,38,154,2,1,Y1,binary,5,0
energy,83,38,154,2,2,Y2,binary,5,0
energy,84,38,154,2,1,Y1,binary,5,0
energy,84,38,154,2,2,Y2,binary,5,0
energy,85,38,154,2,1,Y1,binary,5,0
energy,85,38,154,2,2,Y2,binary,5,0
energy,86,38,154,2,1,Y1,binary,5,0
energy,86,38,154,2,2,Y2,binary,5,0
energy,87,38,154,2,1,Y1,binary,5,0
energy,87,38,154,2,2,Y2,binary,5,0
energy,88,38,154,2,1,Y1,binary,5,0
energy,88,38,154,2,2,Y2,binary,5,0
energy,89,38,154,2,1,Y1,binary,5,0
energy,89,38,154,2,2,Y2,binary,5,0
energy,90,38,154,2,1,Y1,binary,5,0
energy,90,38,154,2,2,Y2,binary,5,0
energy,91,38,154,2,1,Y1,binary,5,0
energy,91,38,154,2,2,Y2,binary,5,0
energy,92,38,154,2,1,Y1,binary,5,0
energy,92,38,154,2,2,Y2,binary,5,0
energy,93,38,154,2,1,Y1,binary,5,0
energy,93,38,154,2,2,Y2,binary,5,0
energy,94,38,154,2,1,Y1,binary,5,0
energy,94,38,154,2,2,Y2,binary,5,0
energy,95,38,154,2,1,Y1,binary,5,0
energy,95,38,154,2,2,Y2,binary,5,0
energy,96,38,154,2,1,Y1,binary,5,0
energy,96,38,154,2,2,Y2,binary,5,0
energy,97,38,154,2,1,Y1,binary,5,0
energy,97,38,154,2,2,Y2,binary,6,0
energy,98,38,154,2,1,Y1,binary,5,0
energy,98,38,154,2,2,Y2,binary,5,0
energy,99,38,154,2,1,Y1,binary,5,0
energy,99,38,154,2,2,Y2,binary,5,0
energy,100,38,154,2,1,Y1,binary,5,0
energy,100,38,154,2,2,Y2,binary,5,0
energy,101,38,154,2,1,Y1,binary,5,0
energy,101,38,154,2,2,Y2,binary,5,0
energy,102,38,154,2,1,Y1,binary,5,0
energy,102,38,154,2,2,Y2,binary,5,0
energy,103,38,154,2,1,Y1,binary,4,0
energy,103,38,154,2,2,Y2,binary,5,0
energy,104,38,154,2,1,Y1,binary,5,0
energy,104,38,154,2,2,Y2,binary,5,0
energy,105,38,154,2,1,Y1,binary,5,0
energy,105,38,154,2,2,Y2,binary,5,0
energy,106,38,154,2,1,Y1,binary,5,0
energy,106,38,154,2,2,Y2,binary,5,0
energy,107,38,154,2,1,Y1,binary,5,0
energy,107,38,154,2,2,Y2,binary,5,0
energy,108,38,154,2,1,Y1,binary,5,0
energy,108,38,154,2,2,Y2,binary,5,0
energy,109,38,154,2,1,Y1,binary,5,0
energy,109,38,154,2,2,Y2,binary,5,0
energy,110,38,154,2,1,Y1,binary,5,0
energy,110,38,154,2,2,Y2,binary,5,0
energy,111,38,154,2,1,Y1,binary,5,0
energy,111,38,154,2,2,Y2,binary,4,0
energy,112,38,154,2,1,Y1,binary,5,0
energy,112,38,154,2,2,Y2,binary,5,0
energy,113,38,154,2,1,Y1,binary,5,0
energy,113,38,154,2,2,Y2,binary,5,0
energy,114,38,154,2,1,Y1,binary,5,0
energy,114,38,154,2,2,Y2,binary,5,0
energy,115,38,154,2,1,Y1,binary,5,0
energy,115,38,154,2,2,Y2,binary,5,0
energy,116,38,154,2,1,Y1,binary,5,0
energy,116,38,154,2,2,Y2,binary,5,0
energy,117,38,154,2,1,Y1,binary,5,0
energy,117,38,154,2,2,Y2,binary,5,0
energy,118,38,154,2,1,Y1,binary,5,0
energy,118,38,154,2,2,Y2,binary,5,0
energy,119,38,154,2,1,Y1,binary,5,0
energy,119,38,154,2,2,Y2,binary,5,0
energy,120,38,154,2,1,Y1,binary,5,0
energy,120,38,154,2,2,Y2,binary,5,0
energy,121,38,154,2,1,Y1,binary,5,0
energy,121,38,154,2,2,Y2,binary,5,0
energy,122,38,154,2,1,Y1,binary,5,0
energy,122,38,154,2,2,Y2,binary,5,0
energy,123,38,154,2,1,Y1,binary,5,0
energy,123,38,154,2,2,Y2,binary,5,0
energy,124,38,154,2,1,Y1,binary,5,0
energy,124,38,154,2,2,Y2,binary,5,0
energy,125,38,154,2,1,Y1,binary,5,0
energy,125,38,154,2,2,Y2,binary,5,0
energy,126,38,154,2,1,Y1,binary,5,0
energy,126,38,154,2,2,Y2,binary,5,0
energy,127,38,154,2,1,Y1,binary,5,0
energy,127,38,154,2,2,Y2,binary,5,0
energy,128,38,154,2,1,Y1,binary,4,0
energy,128,38,154,2,2,Y2,binary,5,0
energy,129,38,154,2,1,Y1,binary,5,0
energy,129,38,154,2,2,Y2,binary,5,0
energy,130,38,154,2,1,Y1,binary,4,0
energy,130,38,154,2,2,Y2,binary,4,0
energy,131,38,154,2,1,Y1,binary,5,0
energy,131,38,154,2,2,Y2,binary,5,0
energy,132,38,154,2,1,Y1,binary,5,0
energy,132,38,154,2,2,Y2,binary,5,0
energy,133,38,154,2,1,Y1,binary,5,0
energy,133,38,154,2,2,Y2,binary,5,0
energy,134,38,154,2,1,Y1,binary,5,0
energy,134,38,154,2,2,Y2,binary,5,0
energy,135,38,154,2,1,Y1,binary,5,0
energy,135,38,154,2,2,Y2,binary,5,0
energy,136,38,154,2,1,Y1,binary,5,0
energy,136,38,154,2,2,Y2,binary,5,0
energy,137,38,154,2,1,Y1,binary,5,0
energy,137,38,154,2,2,Y2,binary,5,0
energy,138,38,154,2,1,Y1,binary,5,0
energy,138,38,154,2,2,Y2,binary,5,0
energy,139,38,154,2,1,Y1,binary,5,0
energy,139,38,154,2,2,Y2,binary,5,0
energy,140,38,154,2,1,Y1,binary,5,0
energy,140,38,154,2,2,Y2,binary,5,0
energy,141,38,154,2,1,Y1,binary,5,0
energy,141,38,154,2,2,Y2,binary,5,0
energy,142,38,154,2,1,Y1,binary,5,0
energy,142,38,154,2,2,Y2,binary,5,0
energy,143,38,154,2,1,Y1,binary,5,0
energy,143,38,154,2,2,Y2,binary,4,0
energy,144,38,154,2,1,Y1,binary,5,0
energy,144,38,154,2,2,Y2,binary,4,0
energy,145,38,154,2,1,Y1,binary,5,0
energy,145,38,154,2,2,Y2,binary,5,0
energy,146,38,154,2,1,Y1,binary,5,0
