alpha,n_dim,n_cal,method,noise_type,coordinate,score_type,redraw_train_test,n_train,n_test,n_trials,coordinate_length_avg,coordinate_length_1std,coordinate_length_median
0.1,10,500,Empirical_copula,Gaussian,6,absolute_residual,True,7200,800,200,12.703830837870951,0.791392055923079,12.646099441330247
0.1,10,500,Empirical_copula,Gaussian,7,absolute_residual,True,7200,800,200,10.133530588655637,0.617119603923038,10.071467031961028
0.1,10,500,Empirical_copula,Gaussian,8,absolute_residual,True,7200,800,200,7.621590148599337,0.4389804239684236,7.646980476056062
0.1,10,500,Empirical_copula,Gaussian,9,absolute_residual,True,7200,800,200,5.068481201113199,0.30511215304543043,5.055147290690341
0.1,10,500,Empirical_copula,Gaussian,10,absolute_residual,True,7200,800,200,2.5332615974711596,0.138444777346115,2.518305724091385
0.1,10,500,Point_CHR,Gaussian,1,absolute_residual,True,7200,800,200,27.153550246396726,2.031382144868056,27.18628908347611
0.1,10,500,Point_CHR,Gaussian,2,absolute_residual,True,7200,800,200,24.481310060660313,1.8352706584307878,24.292498269709647
0.1,10,500,Point_CHR,Gaussian,3,absolute_residual,True,7200,800,200,21.822171425142766,1.4855904530429125,21.920865787306106
0.1,10,500,Point_CHR,Gaussian,4,absolute_residual,True,7200,800,200,19.03645203490043,1.453038947469913,19.07196520978077
0.1,10,500,Point_CHR,Gaussian,5,absolute_residual,True,7200,800,200,16.33268864828638,1.1354106935499202,16.243615565473185
0.1,10,500,Point_CHR,Gaussian,6,absolute_residual,True,7200,800,200,14.02950957015094,1.0255363698235709,14.020794089437956
0.1,10,500,Point_CHR,Gaussian,7,absolute_residual,True,7200,800,200,11.177225518152522,0.8150914051413515,11.115117938398722
0.1,10,500,Point_CHR,Gaussian,8,absolute_residual,True,7200,800,200,8.493656310560775,0.5890493416219053,8.462216044032823
0.1,10,500,Point_CHR,Gaussian,9,absolute_residual,True,7200,800,200,5.622952842552038,0.3856002427565602,5.571762270363571
0.1,10,500,Point_CHR,Gaussian,10,absolute_residual,True,7200,800,200,2.806317157652693,0.1736508528053891,2.795365978627154
0.1,10,500,TSCP_R,Gaussian,1,absolute_residual,True,7200,800,200,28.275577624797208,1.6192252211392397,28.255139518562984
0.1,10,500,TSCP_R,Gaussian,2,absolute_residual,True,7200,800,200,25.310193863488266,1.4045731591775437,25.19917706290091
0.1,10,500,TSCP_R,Gaussian,3,absolute_residual,True,7200,800,200,22.489862544647302,1.2437523359353264,22.46584992893941
0.1,10,500,TSCP_R,Gaussian,4,absolute_residual,True,7200,800,200,19.69331572854483,1.0618178506083042,19.648001463583256
0.1,10,500,TSCP_R,Gaussian,5,absolute_residual,True,7200,800,200,16.80414934682819,0.9761039144288366,16.71437986483053
0.1,10,500,TSCP_R,Gaussian,6,absolute_residual,True,7200,800,200,13.388995954159718,0.514579735711901,13.35639376190558
