dataset,trial,n_cal,n_test,n_dim,method,covered_count,joint_coverage,residual_volume,infinite_region
stock,96,15,64,6,TSCP_R,64,1.0,6.148282148561637e-05,0
stock,97,15,64,6,Empirical_copula,45,0.703125,3.578554765281527e-06,0
stock,97,15,64,6,Unscaled,59,0.921875,0.0017394296666001904,0
stock,97,15,64,6,Point_CHR,64,1.0,inf,1
stock,97,15,64,6,TSCP_R,60,0.9375,2.7085477549739606e-05,0
stock,98,15,64,6,Empirical_copula,45,0.703125,5.8097581251213115e-06,0
stock,98,15,64,6,Unscaled,62,0.96875,0.0025403537418305496,0
stock,98,15,64,6,Point_CHR,64,1.0,inf,1
stock,98,15,64,6,TSCP_R,64,1.0,0.00043321465485375886,0
stock,99,15,64,6,Empirical_copula,58,0.90625,1.0892380573842143e-05,0
stock,99,15,64,6,Unscaled,61,0.953125,0.004555242327941657,0
stock,99,15,64,6,Point_CHR,64,1.0,inf,1
stock,99,15,64,6,TSCP_R,63,0.984375,7.111186581366766e-05,0
stock,100,15,64,6,Empirical_copula,51,0.796875,7.199790718871304e-06,0
stock,100,15,64,6,Unscaled,59,0.921875,0.004739533713308305,0
stock,100,15,64,6,Point_CHR,64,1.0,inf,1
stock,100,15,64,6,TSCP_R,61,0.953125,4.21146403256338e-05,0
stock,101,15,64,6,Empirical_copula,47,0.734375,7.086392187920099e-06,0
stock,101,15,64,6,Unscaled,62,0.96875,0.004700720985681067,0
stock,101,15,64,6,Point_CHR,64,1.0,inf,1
stock,101,15,64,6,TSCP_R,63,0.984375,8.838346987308087e-05,0
stock,102,15,64,6,Empirical_copula,56,0.875,1.4989574568300529e-05,0
stock,102,15,64,6,Unscaled,63,0.984375,0.023360720202224298,0
stock,102,15,64,6,Point_CHR,64,1.0,inf,1
stock,102,15,64,6,TSCP_R,63,0.984375,0.0005831207074789558,0
stock,103,15,64,6,Empirical_copula,50,0.78125,5.894663392471436e-06,0
stock,103,15,64,6,Unscaled,58,0.90625,0.0012864722192748657,0
stock,103,15,64,6,Point_CHR,64,1.0,inf,1
stock,103,15,64,6,TSCP_R,61,0.953125,3.81536860289604e-05,0
stock,104,15,64,6,Empirical_copula,36,0.5625,6.101149565544754e-06,0
stock,104,15,64,6,Unscaled,63,0.984375,0.019912112831425747,0
stock,104,15,64,6,Point_CHR,64,1.0,inf,1
stock,104,15,64,6,TSCP_R,64,1.0,0.00020516991211482665,0
stock,105,15,64,6,Empirical_copula,37,0.578125,2.8087604329111886e-06,0
stock,105,15,64,6,Unscaled,52,0.8125,0.0006033201897771184,0
stock,105,15,64,6,Point_CHR,64,1.0,inf,1
stock,105,15,64,6,TSCP_R,53,0.828125,1.2586194146911924e-05,0
stock,106,15,64,6,Empirical_copula,57,0.890625,2.02762915718409e-05,0
stock,106,15,64,6,Unscaled,63,0.984375,0.10602246551221574,0
stock,106,15,64,6,Point_CHR,64,1.0,inf,1
stock,106,15,64,6,TSCP_R,64,1.0,0.0032329885423558005,0
stock,107,15,64,6,Empirical_copula,46,0.71875,5.508283059383553e-06,0
stock,107,15,64,6,Unscaled,63,0.984375,0.012023671834402878,0
stock,107,15,64,6,Point_CHR,64,1.0,inf,1
stock,107,15,64,6,TSCP_R,63,0.984375,0.00010402070575133233,0
stock,108,15,64,6,Empirical_copula,52,0.8125,1.0024797619167135e-05,0
stock,108,15,64,6,Unscaled,60,0.9375,0.0019755917504190273,0
stock,108,15,64,6,Point_CHR,64,1.0,inf,1
stock,108,15,64,6,TSCP_R,61,0.953125,7.043424701736104e-05,0
stock,109,15,64,6,Empirical_copula,41,0.640625,4.302509417032683e-06,0
stock,109,15,64,6,Unscaled,50,0.78125,0.0004124317274567803,0
stock,109,15,64,6,Point_CHR,64,1.0,inf,1
stock,109,15,64,6,TSCP_R,57,0.890625,2.278273874859556e-05,0
stock,110,15,64,6,Empirical_copula,54,0.84375,1.3270639471085307e-05,0
stock,110,15,64,6,Unscaled,63,0.984375,0.04286973908363261,0
stock,110,15,64,6,Point_CHR,64,1.0,inf,1
stock,110,15,64,6,TSCP_R,63,0.984375,0.0003486858464115609,0
stock,111,15,64,6,Empirical_copula,35,0.546875,2.449134199413691e-06,0
stock,111,15,64,6,Unscaled,62,0.96875,0.0016262170115519134,0
stock,111,15,64,6,Point_CHR,64,1.0,inf,1
stock,111,15,64,6,TSCP_R,58,0.90625,2.3645979147792534e-05,0
stock,112,15,64,6,Empirical_copula,34,0.53125,3.095641723500147e-06,0
stock,112,15,64,6,Unscaled,62,0.96875,0.001498325031400443,0
stock,112,15,64,6,Point_CHR,64,1.0,inf,1
stock,112,15,64,6,TSCP_R,45,0.703125,1.0258277316842386e-05,0
stock,113,15,64,6,Empirical_copula,55,0.859375,8.761337712564515e-06,0
stock,113,15,64,6,Unscaled,62,0.96875,0.0038570310316258663,0
stock,113,15,64,6,Point_CHR,64,1.0,inf,1
stock,113,15,64,6,TSCP_R,64,1.0,5.0936912901364645e-05,0
stock,114,15,64,6,Empirical_copula,49,0.765625,1.3519642108225246e-05,0
stock,114,15,64,6,Unscaled,64,1.0,0.12302649984050666,0
stock,114,15,64,6,Point_CHR,64,1.0,inf,1
stock,114,15,64,6,TSCP_R,64,1.0,0.0033472039792844526,0
stock,115,15,64,6,Empirical_copula,57,0.890625,7.256106340372015e-06,0
stock,115,15,64,6,Unscaled,60,0.9375,0.0011485446093658436,0
stock,115,15,64,6,Point_CHR,64,1.0,inf,1
stock,115,15,64,6,TSCP_R,63,0.984375,6.626767693525208e-05,0
stock,116,15,64,6,Empirical_copula,45,0.703125,3.2597650308578247e-06,0
stock,116,15,64,6,Unscaled,59,0.921875,0.001297884307591331,0
stock,116,15,64,6,Point_CHR,64,1.0,inf,1
stock,116,15,64,6,TSCP_R,58,0.90625,1.139595571300868e-05,0
stock,117,15,64,6,Empirical_copula,43,0.671875,9.81465741196969e-06,0
stock,117,15,64,6,Unscaled,62,0.96875,0.029375437939080325,0
stock,117,15,64,6,Point_CHR,64,1.0,inf,1
stock,117,15,64,6,TSCP_R,63,0.984375,0.00019318343723387444,0
stock,118,15,64,6,Empirical_copula,45,0.703125,5.8584922879089404e-06,0
stock,118,15,64,6,Unscaled,60,0.9375,0.0021780823395261524,0
stock,118,15,64,6,Point_CHR,64,1.0,inf,1
stock,118,15,64,6,TSCP_R,63,0.984375,8.930539504698431e-05,0
stock,119,15,64,6,Empirical_copula,53,0.828125,7.796155196899585e-06,0
stock,119,15,64,6,Unscaled,58,0.90625,0.0031452806772243945,0
stock,119,15,64,6,Point_CHR,64,1.0,inf,1
stock,119,15,64,6,TSCP_R,61,0.953125,0.0001197631106207691,0
stock,120,15,64,6,Empirical_copula,45,0.703125,6.433008230898337e-06,0
stock,120,15,64,6,Unscaled,60,0.9375,0.002057253320331035,0
stock,120,15,64,6,Point_CHR,64,1.0,inf,1
stock,120,15,64,6,TSCP_R,61,0.953125,3.75924632618437e-05,0
stock,121,15,64,6,Empirical_copula,45,0.703125,6.047474518054101e-06,0
stock,121,15,64,6,Unscaled,60,0.9375,0.005800431395155405,0
stock,121,15,64,6,Point_CHR,64,1.0,inf,1
stock,121,15,64,6,TSCP_R,61,0.953125,6.697598230179562e-05,0
stock,122,15,64,6,Empirical_copula,53,0.828125,3.081877267366346e-05,0
stock,122,15,64,6,Unscaled,64,1.0,0.35814618634853906,0
stock,122,15,64,6,Point_CHR,64,1.0,inf,1
stock,122,15,64,6,TSCP_R,64,1.0,0.01166860704292462,0
stock,123,15,64,6,Empirical_copula,44,0.6875,2.812412042888463e-06,0
stock,123,15,64,6,Unscaled,59,0.921875,0.001357161739904783,0
stock,123,15,64,6,Point_CHR,64,1.0,inf,1
stock,123,15,64,6,TSCP_R,57,0.890625,1.4265794095749673e-05,0
stock,124,15,64,6,Empirical_copula,48,0.75,5.665316052489855e-06,0
stock,124,15,64,6,Unscaled,61,0.953125,0.0015791370188889982,0
stock,124,15,64,6,Point_CHR,64,1.0,inf,1
stock,124,15,64,6,TSCP_R,63,0.984375,0.0002499946200908608,0
stock,125,15,64,6,Empirical_copula,48,0.75,5.4747889844806424e-06,0
stock,125,15,64,6,Unscaled,59,0.921875,0.002368900096976485,0
stock,125,15,64,6,Point_CHR,64,1.0,inf,1
stock,125,15,64,6,TSCP_R,56,0.875,2.779872732937173e-05,0
stock,126,15,64,6,Empirical_copula,50,0.78125,1.1639727734309044e-05,0
stock,126,15,64,6,Unscaled,63,0.984375,0.03028478218626009,0
stock,126,15,64,6,Point_CHR,64,1.0,inf,1
stock,126,15,64,6,TSCP_R,63,0.984375,0.00037081269827069895,0
stock,127,15,64,6,Empirical_copula,61,0.953125,4.60273509349051e-05,0
stock,127,15,64,6,Unscaled,64,1.0,0.442271386677258,0
stock,127,15,64,6,Point_CHR,64,1.0,inf,1
stock,127,15,64,6,TSCP_R,64,1.0,0.01951599903240888,0
stock,128,15,64,6,Empirical_copula,47,0.734375,5.867422313578953e-06,0
stock,128,15,64,6,Unscaled,64,1.0,0.004049745312796533,0
stock,128,15,64,6,Point_CHR,64,1.0,inf,1
stock,128,15,64,6,TSCP_R,64,1.0,0.00013836485791181373,0
stock,129,15,64,6,Empirical_copula,46,0.71875,3.6215234050032345e-06,0
stock,129,15,64,6,Unscaled,62,0.96875,0.0010874839681088663,0
stock,129,15,64,6,Point_CHR,64,1.0,inf,1
stock,129,15,64,6,TSCP_R,61,0.953125,2.2843782244006283e-05,0
stock,130,15,64,6,Empirical_copula,52,0.8125,6.60457122999606e-06,0
stock,130,15,64,6,Unscaled,64,1.0,0.009995939545051576,0
stock,130,15,64,6,Point_CHR,64,1.0,inf,1
stock,130,15,64,6,TSCP_R,63,0.984375,5.020329656395678e-05,0
stock,131,15,64,6,Empirical_copula,57,0.890625,1.9469357122469966e-05,0
stock,131,15,64,6,Unscaled,64,1.0,0.143008249711247,0
stock,131,15,64,6,Point_CHR,64,1.0,inf,1
stock,131,15,64,6,TSCP_R,64,1.0,0.005500555212452923,0
stock,132,15,64,6,Empirical_copula,55,0.859375,1.7028210985376295e-05,0
stock,132,15,64,6,Unscaled,61,0.953125,0.027251032380871114,0
stock,132,15,64,6,Point_CHR,64,1.0,inf,1
stock,132,15,64,6,TSCP_R,63,0.984375,0.0003406520241694148,0
stock,133,15,64,6,Empirical_copula,50,0.78125,9.896160207246501e-06,0
stock,133,15,64,6,Unscaled,64,1.0,0.04051140781791849,0
stock,133,15,64,6,Point_CHR,64,1.0,inf,1
stock,133,15,64,6,TSCP_R,64,1.0,0.0001740849147147587,0
stock,134,15,64,6,Empirical_copula,50,0.78125,8.601735503188457e-06,0
stock,134,15,64,6,Unscaled,60,0.9375,0.012770963403446528,0
stock,134,15,64,6,Point_CHR,64,1.0,inf,1
stock,134,15,64,6,TSCP_R,63,0.984375,0.00010399696765482214,0
stock,135,15,64,6,Empirical_copula,34,0.53125,2.747524952694354e-06,0
stock,135,15,64,6,Unscaled,59,0.921875,0.0007694370853380775,0
stock,135,15,64,6,Point_CHR,64,1.0,inf,1
stock,135,15,64,6,TSCP_R,56,0.875,2.27281806694576e-05,0
stock,136,15,64,6,Empirical_copula,46,0.71875,7.2989994224955275e-06,0
stock,136,15,64,6,Unscaled,55,0.859375,0.0007658034388481244,0
stock,136,15,64,6,Point_CHR,64,1.0,inf,1
stock,136,15,64,6,TSCP_R,63,0.984375,9.331507953849871e-05,0
stock,137,15,64,6,Empirical_copula,43,0.671875,5.569536458288936e-06,0
stock,137,15,64,6,Unscaled,52,0.8125,0.0005565638008720086,0
stock,137,15,64,6,Point_CHR,64,1.0,inf,1
stock,137,15,64,6,TSCP_R,62,0.96875,2.1544266501460805e-05,0
stock,138,15,64,6,Empirical_copula,43,0.671875,3.1644303141014684e-06,0
stock,138,15,64,6,Unscaled,56,0.875,0.0010101055640095546,0
stock,138,15,64,6,Point_CHR,64,1.0,inf,1
stock,138,15,64,6,TSCP_R,60,0.9375,0.00012018065993588126,0
stock,139,15,64,6,Empirical_copula,42,0.65625,3.5287360046712164e-06,0
stock,139,15,64,6,Unscaled,60,0.9375,0.0021186146134958834,0
stock,139,15,64,6,Point_CHR,64,1.0,inf,1
stock,139,15,64,6,TSCP_R,59,0.921875,4.972823479470955e-05,0
stock,140,15,64,6,Empirical_copula,57,0.890625,2.157986793413829e-05,0
stock,140,15,64,6,Unscaled,62,0.96875,0.02652981382337466,0
stock,140,15,64,6,Point_CHR,64,1.0,inf,1
stock,140,15,64,6,TSCP_R,63,0.984375,0.0007315481759638802,0
stock,141,15,64,6,Empirical_copula,51,0.796875,8.992975992889546e-06,0
stock,141,15,64,6,Unscaled,59,0.921875,0.001454885122293867,0
stock,141,15,64,6,Point_CHR,64,1.0,inf,1
stock,141,15,64,6,TSCP_R,62,0.96875,9.353267082137853e-05,0
stock,142,15,64,6,Empirical_copula,58,0.90625,1.849148412999851e-05,0
stock,142,15,64,6,Unscaled,61,0.953125,0.019025900576398837,0
stock,142,15,64,6,Point_CHR,64,1.0,inf,1
stock,142,15,64,6,TSCP_R,63,0.984375,0.00032113174023922316,0
stock,143,15,64,6,Empirical_copula,33,0.515625,5.159573173076368e-06,0
stock,143,15,64,6,Unscaled,64,1.0,0.026487679839183566,0
stock,143,15,64,6,Point_CHR,64,1.0,inf,1
stock,143,15,64,6,TSCP_R,64,1.0,0.00047243858836854057,0
stock,144,15,64,6,Empirical_copula,43,0.671875,5.281485762380043e-06,0
stock,144,15,64,6,Unscaled,62,0.96875,0.007452538449804796,0
stock,144,15,64,6,Point_CHR,64,1.0,inf,1
stock,144,15,64,6,TSCP_R,63,0.984375,0.00012234093923925375,0
stock,145,15,64,6,Empirical_copula,58,0.90625,1.0409866603533979e-05,0
stock,145,15,64,6,Unscaled,64,1.0,0.0220485969706663,0
stock,145,15,64,6,Point_CHR,64,1.0,inf,1
stock,145,15,64,6,TSCP_R,64,1.0,0.0278544971218507,0
stock,146,15,64,6,Empirical_copula,48,0.75,5.61747217808019e-06,0
stock,146,15,64,6,Unscaled,60,0.9375,0.002664929612277506,0
stock,146,15,64,6,Point_CHR,64,1.0,inf,1
stock,146,15,64,6,TSCP_R,63,0.984375,6.65047281124601e-05,0
stock,147,15,64,6,Empirical_copula,53,0.828125,6.634684947087684e-06,0
stock,147,15,64,6,Unscaled,62,0.96875,0.005933831646713689,0
stock,147,15,64,6,Point_CHR,64,1.0,inf,1
stock,147,15,64,6,TSCP_R,63,0.984375,5.548467708085825e-05,0
stock,148,15,64,6,Empirical_copula,46,0.71875,7.828967882446945e-06,0
stock,148,15,64,6,Unscaled,63,0.984375,0.0063068354487664175,0
stock,148,15,64,6,Point_CHR,64,1.0,inf,1
stock,148,15,64,6,TSCP_R,59,0.921875,3.507582091839998e-05,0
stock,149,15,64,6,Empirical_copula,52,0.8125,5.3904522104574905e-06,0
stock,149,15,64,6,Unscaled,61,0.953125,0.00444010807282671,0
stock,149,15,64,6,Point_CHR,64,1.0,inf,1
stock,149,15,64,6,TSCP_R,64,1.0,0.0005326626265890896,0
stock,150,15,64,6,Empirical_copula,43,0.671875,7.377058512025193e-06,0
stock,150,15,64,6,Unscaled,54,0.84375,0.0009035166668644808,0
stock,150,15,64,6,Point_CHR,64,1.0,inf,1
stock,150,15,64,6,TSCP_R,59,0.921875,8.490570071219366e-05,0
stock,151,15,64,6,Empirical_copula,54,0.84375,1.4208835773737968e-05,0
stock,151,15,64,6,Unscaled,63,0.984375,0.03307518976468107,0
stock,151,15,64,6,Point_CHR,64,1.0,inf,1
stock,151,15,64,6,TSCP_R,64,1.0,0.00043479777002544966,0
stock,152,15,64,6,Empirical_copula,55,0.859375,4.1514907521440594e-05,0
stock,152,15,64,6,Unscaled,64,1.0,0.12872009136356777,0
stock,152,15,64,6,Point_CHR,64,1.0,inf,1
stock,152,15,64,6,TSCP_R,64,1.0,0.011479852010917469,0
stock,153,15,64,6,Empirical_copula,37,0.578125,3.956418537628728e-06,0
stock,153,15,64,6,Unscaled,60,0.9375,0.0038308225956821015,0
stock,153,15,64,6,Point_CHR,64,1.0,inf,1
stock,153,15,64,6,TSCP_R,43,0.671875,1.902463709729257e-05,0
stock,154,15,64,6,Empirical_copula,35,0.546875,2.736787767942187e-06,0
stock,154,15,64,6,Unscaled,55,0.859375,0.0007628734632728261,0
stock,154,15,64,6,Point_CHR,64,1.0,inf,1
stock,154,15,64,6,TSCP_R,51,0.796875,1.6042279258581716e-05,0
stock,155,15,64,6,Empirical_copula,36,0.5625,4.79133310625524e-06,0
stock,155,15,64,6,Unscaled,61,0.953125,0.004438435549072514,0
stock,155,15,64,6,Point_CHR,64,1.0,inf,1
stock,155,15,64,6,TSCP_R,62,0.96875,3.522667560819241e-05,0
stock,156,15,64,6,Empirical_copula,42,0.65625,5.093225279641104e-06,0
stock,156,15,64,6,Unscaled,54,0.84375,0.0014412398822709986,0
stock,156,15,64,6,Point_CHR,64,1.0,inf,1
stock,156,15,64,6,TSCP_R,61,0.953125,5.30181227457782e-05,0
stock,157,15,64,6,Empirical_copula,42,0.65625,6.866405460699428e-06,0
stock,157,15,64,6,Unscaled,62,0.96875,0.025012876428922613,0
stock,157,15,64,6,Point_CHR,64,1.0,inf,1
stock,157,15,64,6,TSCP_R,63,0.984375,9.769846113573684e-05,0
stock,158,15,64,6,Empirical_copula,50,0.78125,6.603159004014472e-06,0
stock,158,15,64,6,Unscaled,59,0.921875,0.0015079016348324736,0
stock,158,15,64,6,Point_CHR,64,1.0,inf,1
stock,158,15,64,6,TSCP_R,62,0.96875,2.722526243314703e-05,0
stock,159,15,64,6,Empirical_copula,55,0.859375,1.7298550628779246e-05,0
stock,159,15,64,6,Unscaled,64,1.0,0.050288441797446584,0
stock,159,15,64,6,Point_CHR,64,1.0,inf,1
stock,159,15,64,6,TSCP_R,64,1.0,0.00022666837004568454,0
stock,160,15,64,6,Empirical_copula,45,0.703125,5.035280484232023e-06,0
stock,160,15,64,6,Unscaled,63,0.984375,0.005395568806660281,0
stock,160,15,64,6,Point_CHR,64,1.0,inf,1
stock,160,15,64,6,TSCP_R,63,0.984375,7.269087364643491e-05,0
stock,161,15,64,6,Empirical_copula,41,0.640625,2.860607264058137e-06,0
stock,161,15,64,6,Unscaled,54,0.84375,0.0006416760566622919,0
stock,161,15,64,6,Point_CHR,64,1.0,inf,1
stock,161,15,64,6,TSCP_R,56,0.875,7.594689967291469e-05,0
stock,162,15,64,6,Empirical_copula,45,0.703125,7.643398516792699e-06,0
stock,162,15,64,6,Unscaled,61,0.953125,0.005836674728376948,0
stock,162,15,64,6,Point_CHR,64,1.0,inf,1
stock,162,15,64,6,TSCP_R,61,0.953125,0.00011065515453898734,0
stock,163,15,64,6,Empirical_copula,47,0.734375,8.937296215660598e-06,0
stock,163,15,64,6,Unscaled,63,0.984375,0.01975970077534022,0
stock,163,15,64,6,Point_CHR,64,1.0,inf,1
stock,163,15,64,6,TSCP_R,64,1.0,0.0029119309732126408,0
stock,164,15,64,6,Empirical_copula,54,0.84375,2.0675480805407343e-05,0
stock,164,15,64,6,Unscaled,63,0.984375,0.03655822699059832,0
stock,164,15,64,6,Point_CHR,64,1.0,inf,1
stock,164,15,64,6,TSCP_R,63,0.984375,0.0002848491616967204,0
stock,165,15,64,6,Empirical_copula,56,0.875,9.883780367520227e-06,0
stock,165,15,64,6,Unscaled,62,0.96875,0.011246566137399548,0
stock,165,15,64,6,Point_CHR,64,1.0,inf,1
stock,165,15,64,6,TSCP_R,62,0.96875,4.2394683874783355e-05,0
stock,166,15,64,6,Empirical_copula,39,0.609375,3.1805985933286373e-06,0
stock,166,15,64,6,Unscaled,54,0.84375,0.0009186424965150114,0
stock,166,15,64,6,Point_CHR,64,1.0,inf,1
stock,166,15,64,6,TSCP_R,52,0.8125,8.679718711256376e-06,0
stock,167,15,64,6,Empirical_copula,54,0.84375,3.322215955407583e-05,0
stock,167,15,64,6,Unscaled,64,1.0,0.5643282083309903,0
stock,167,15,64,6,Point_CHR,64,1.0,inf,1
stock,167,15,64,6,TSCP_R,64,1.0,0.000901005684606235,0
stock,168,15,64,6,Empirical_copula,38,0.59375,3.003362815672107e-06,0
stock,168,15,64,6,Unscaled,56,0.875,0.0013268797517361672,0
stock,168,15,64,6,Point_CHR,64,1.0,inf,1
stock,168,15,64,6,TSCP_R,61,0.953125,1.834983621699235e-05,0
stock,169,15,64,6,Empirical_copula,52,0.8125,2.4497898277982426e-05,0
stock,169,15,64,6,Unscaled,64,1.0,0.3505301401609785,0
stock,169,15,64,6,Point_CHR,64,1.0,inf,1
stock,169,15,64,6,TSCP_R,64,1.0,0.00033921012717999093,0
stock,170,15,64,6,Empirical_copula,39,0.609375,3.7346628952434527e-06,0
stock,170,15,64,6,Unscaled,64,1.0,0.01116194782117315,0
stock,170,15,64,6,Point_CHR,64,1.0,inf,1
stock,170,15,64,6,TSCP_R,55,0.859375,8.947063664602935e-05,0
stock,171,15,64,6,Empirical_copula,47,0.734375,6.291997125135048e-06,0
stock,171,15,64,6,Unscaled,59,0.921875,0.0024326142354689577,0
stock,171,15,64,6,Point_CHR,64,1.0,inf,1
stock,171,15,64,6,TSCP_R,59,0.921875,0.00013149146782840123,0
stock,172,15,64,6,Empirical_copula,35,0.546875,2.1316002893976114e-06,0
stock,172,15,64,6,Unscaled,50,0.78125,0.0003558134522324717,0
stock,172,15,64,6,Point_CHR,64,1.0,inf,1
stock,172,15,64,6,TSCP_R,49,0.765625,2.2207780087840898e-05,0
stock,173,15,64,6,Empirical_copula,49,0.765625,4.15137960350479e-06,0
stock,173,15,64,6,Unscaled,58,0.90625,0.0007124060550670909,0
stock,173,15,64,6,Point_CHR,64,1.0,inf,1
stock,173,15,64,6,TSCP_R,62,0.96875,3.3027070396330245e-05,0
stock,174,15,64,6,Empirical_copula,44,0.6875,5.1596599965708046e-06,0
stock,174,15,64,6,Unscaled,57,0.890625,0.001585377598075032,0
stock,174,15,64,6,Point_CHR,64,1.0,inf,1
stock,174,15,64,6,TSCP_R,61,0.953125,5.123012758564333e-05,0
stock,175,15,64,6,Empirical_copula,48,0.75,5.979285027754316e-06,0
stock,175,15,64,6,Unscaled,53,0.828125,0.0012527172203116008,0
stock,175,15,64,6,Point_CHR,64,1.0,inf,1
stock,175,15,64,6,TSCP_R,61,0.953125,6.345234492582167e-05,0
stock,176,15,64,6,Empirical_copula,51,0.796875,6.939501204962202e-06,0
stock,176,15,64,6,Unscaled,59,0.921875,0.001570643097772203,0
stock,176,15,64,6,Point_CHR,64,1.0,inf,1
stock,176,15,64,6,TSCP_R,60,0.9375,3.9748919791373836e-05,0
stock,177,15,64,6,Empirical_copula,39,0.609375,2.7061508858672936e-06,0
stock,177,15,64,6,Unscaled,58,0.90625,0.0014566080631477323,0
stock,177,15,64,6,Point_CHR,64,1.0,inf,1
stock,177,15,64,6,TSCP_R,63,0.984375,7.409852496943357e-05,0
stock,178,15,64,6,Empirical_copula,48,0.75,4.951906240747074e-06,0
stock,178,15,64,6,Unscaled,58,0.90625,0.0022135800100754215,0
stock,178,15,64,6,Point_CHR,64,1.0,inf,1
stock,178,15,64,6,TSCP_R,58,0.90625,5.448818421408477e-05,0
stock,179,15,64,6,Empirical_copula,53,0.828125,1.1030698321026165e-05,0
stock,179,15,64,6,Unscaled,62,0.96875,0.012806363049455411,0
stock,179,15,64,6,Point_CHR,64,1.0,inf,1
stock,179,15,64,6,TSCP_R,63,0.984375,5.5191433565182455e-05,0
stock,180,15,64,6,Empirical_copula,51,0.796875,1.5266098908261155e-05,0
stock,180,15,64,6,Unscaled,63,0.984375,0.11937687676251636,0
stock,180,15,64,6,Point_CHR,64,1.0,inf,1
stock,180,15,64,6,TSCP_R,63,0.984375,0.0001998787498384599,0
stock,181,15,64,6,Empirical_copula,43,0.671875,2.800823761145826e-05,0
stock,181,15,64,6,Unscaled,64,1.0,0.35551004860647883,0
stock,181,15,64,6,Point_CHR,64,1.0,inf,1
stock,181,15,64,6,TSCP_R,64,1.0,0.0005745910943736834,0
stock,182,15,64,6,Empirical_copula,46,0.71875,3.67398615712041e-05,0
stock,182,15,64,6,Unscaled,64,1.0,0.766049244878652,0
stock,182,15,64,6,Point_CHR,64,1.0,inf,1
stock,182,15,64,6,TSCP_R,64,1.0,0.001670774314746,0
stock,183,15,64,6,Empirical_copula,57,0.890625,4.2133839326323264e-05,0
stock,183,15,64,6,Unscaled,64,1.0,0.5580753390301885,0
stock,183,15,64,6,Point_CHR,64,1.0,inf,1
stock,183,15,64,6,TSCP_R,64,1.0,0.008895838547371873,0
stock,184,15,64,6,Empirical_copula,36,0.5625,3.6254193379152854e-06,0
stock,184,15,64,6,Unscaled,55,0.859375,0.0016137276733984313,0
stock,184,15,64,6,Point_CHR,64,1.0,inf,1
stock,184,15,64,6,TSCP_R,58,0.90625,3.483781649953097e-05,0
stock,185,15,64,6,Empirical_copula,58,0.90625,1.3730996188570812e-05,0
stock,185,15,64,6,Unscaled,61,0.953125,0.0035835633397974524,0
stock,185,15,64,6,Point_CHR,64,1.0,inf,1
stock,185,15,64,6,TSCP_R,62,0.96875,0.00011193308471815042,0
stock,186,15,64,6,Empirical_copula,39,0.609375,3.706997271639885e-06,0
stock,186,15,64,6,Unscaled,63,0.984375,0.0022442219232406842,0
stock,186,15,64,6,Point_CHR,64,1.0,inf,1
stock,186,15,64,6,TSCP_R,61,0.953125,3.0822046500618735e-05,0
stock,187,15,64,6,Empirical_copula,52,0.8125,1.6617022819011888e-05,0
stock,187,15,64,6,Unscaled,62,0.96875,0.03225885872696587,0
stock,187,15,64,6,Point_CHR,64,1.0,inf,1
stock,187,15,64,6,TSCP_R,63,0.984375,0.00013908642475007977,0
stock,188,15,64,6,Empirical_copula,36,0.5625,3.3837084596704386e-06,0
stock,188,15,64,6,Unscaled,53,0.828125,0.00083886342797711,0
stock,188,15,64,6,Point_CHR,64,1.0,inf,1
stock,188,15,64,6,TSCP_R,59,0.921875,3.1452719979711e-05,0
stock,189,15,64,6,Empirical_copula,54,0.84375,1.2727172355896545e-05,0
stock,189,15,64,6,Unscaled,63,0.984375,0.029816419310025863,0
stock,189,15,64,6,Point_CHR,64,1.0,inf,1
stock,189,15,64,6,TSCP_R,64,1.0,0.0008357218169867686,0
stock,190,15,64,6,Empirical_copula,40,0.625,4.849463665927165e-06,0
stock,190,15,64,6,Unscaled,62,0.96875,0.011924447707981806,0
stock,190,15,64,6,Point_CHR,64,1.0,inf,1
stock,190,15,64,6,TSCP_R,62,0.96875,0.00011669487705437149,0
stock,191,15,64,6,Empirical_copula,44,0.6875,2.9745513796764012e-05,0
stock,191,15,64,6,Unscaled,64,1.0,0.5288876889304007,0
stock,191,15,64,6,Point_CHR,64,1.0,inf,1
stock,191,15,64,6,TSCP_R,64,1.0,0.009940843407132013,0
stock,192,15,64,6,Empirical_copula,58,0.90625,3.858078947154818e-05,0
stock,192,15,64,6,Unscaled,64,1.0,0.34291494805542505,0
stock,192,15,64,6,Point_CHR,64,1.0,inf,1
stock,192,15,64,6,TSCP_R,64,1.0,0.034368783939003375,0
stock,193,15,64,6,Empirical_copula,56,0.875,1.8953346754108984e-05,0
stock,193,15,64,6,Unscaled,62,0.96875,0.025308549123102264,0
stock,193,15,64,6,Point_CHR,64,1.0,inf,1
stock,193,15,64,6,TSCP_R,63,0.984375,0.00031392192827666175,0
stock,194,15,64,6,Empirical_copula,58,0.90625,3.914953791145683e-05,0
stock,194,15,64,6,Unscaled,64,1.0,0.4454885178619214,0
stock,194,15,64,6,Point_CHR,64,1.0,inf,1
stock,194,15,64,6,TSCP_R,64,1.0,0.08978986300187516,0
stock,195,15,64,6,Empirical_copula,53,0.828125,3.7888269656474464e-05,0
stock,195,15,64,6,Unscaled,64,1.0,0.7110402449788213,0
stock,195,15,64,6,Point_CHR,64,1.0,inf,1
