dataset,trial,n_cal,n_test,n_dim,method,covered_count,joint_coverage,residual_volume,infinite_region
scm20d,73,448,1794,16,TSCP_R,1611,0.8979933110367893,1.0676081581706752e+40,0
scm20d,74,448,1794,16,Empirical_copula,1613,0.899108138238573,1.2240693546156775e+40,0
scm20d,74,448,1794,16,Unscaled,1656,0.9230769230769231,4.299364459381324e+40,0
scm20d,74,448,1794,16,Point_CHR,1676,0.9342251950947603,8.918423532127906e+40,0
scm20d,74,448,1794,16,TSCP_R,1647,0.9180602006688964,2.1749222393594394e+40,0
scm20d,75,448,1794,16,Empirical_copula,1640,0.9141583054626533,1.749507676241302e+40,0
scm20d,75,448,1794,16,Unscaled,1646,0.9175027870680045,3.4656495759182415e+40,0
scm20d,75,448,1794,16,Point_CHR,1640,0.9141583054626533,1.0428041690697591e+40,0
scm20d,75,448,1794,16,TSCP_R,1636,0.9119286510590858,1.1846802471374088e+40,0
scm20d,76,448,1794,16,Empirical_copula,1561,0.8701226309921962,2.6924211488651968e+39,0
scm20d,76,448,1794,16,Unscaled,1609,0.8968784838350056,1.394026433397393e+40,0
scm20d,76,448,1794,16,Point_CHR,1586,0.8840579710144928,4.0621708031704207e+39,0
scm20d,76,448,1794,16,TSCP_R,1590,0.8862876254180602,4.055784375840812e+39,0
scm20d,77,448,1794,16,Empirical_copula,1603,0.8935340022296544,8.968120276343398e+39,0
scm20d,77,448,1794,16,Unscaled,1578,0.8795986622073578,1.176477377360895e+40,0
scm20d,77,448,1794,16,Point_CHR,1601,0.8924191750278707,9.406953546065931e+39,0
scm20d,77,448,1794,16,TSCP_R,1600,0.8918617614269788,8.006111391961797e+39,0
scm20d,78,448,1794,16,Empirical_copula,1640,0.9141583054626533,1.2056369593539006e+40,0
scm20d,78,448,1794,16,Unscaled,1665,0.9280936454849499,5.60041774706883e+40,0
scm20d,78,448,1794,16,Point_CHR,1663,0.9269788182831661,3.680199468121903e+40,0
scm20d,78,448,1794,16,TSCP_R,1664,0.927536231884058,2.57955838085431e+40,0
scm20d,79,448,1794,16,Empirical_copula,1631,0.9091415830546266,1.9701638776567365e+40,0
scm20d,79,448,1794,16,Unscaled,1606,0.89520624303233,1.229895475266594e+40,0
scm20d,79,448,1794,16,Point_CHR,1652,0.9208472686733556,2.1798941577950903e+40,0
scm20d,79,448,1794,16,TSCP_R,1646,0.9175027870680045,2.314632993159558e+40,0
scm20d,80,448,1794,16,Empirical_copula,1613,0.899108138238573,1.1627792143274225e+40,0
scm20d,80,448,1794,16,Unscaled,1615,0.9002229654403567,1.6313319561936634e+40,0
scm20d,80,448,1794,16,Point_CHR,1637,0.9124860646599777,2.0281671095239445e+40,0
scm20d,80,448,1794,16,TSCP_R,1628,0.907469342251951,1.483190270067151e+40,0
scm20d,81,448,1794,16,Empirical_copula,1547,0.8623188405797102,2.6447649377754547e+39,0
scm20d,81,448,1794,16,Unscaled,1587,0.8846153846153846,9.579857407626435e+39,0
scm20d,81,448,1794,16,Point_CHR,1606,0.89520624303233,9.187822690326702e+39,0
scm20d,81,448,1794,16,TSCP_R,1596,0.8896321070234113,8.675316596237506e+39,0
scm20d,82,448,1794,16,Empirical_copula,1594,0.8885172798216276,1.1513982782228623e+40,0
scm20d,82,448,1794,16,Unscaled,1624,0.9052396878483835,3.7037973008906703e+40,0
scm20d,82,448,1794,16,Point_CHR,1653,0.9214046822742475,7.625892675283308e+40,0
scm20d,82,448,1794,16,TSCP_R,1627,0.9069119286510591,2.802973989894432e+40,0
scm20d,83,448,1794,16,Empirical_copula,1563,0.8712374581939799,2.8797270777049066e+39,0
scm20d,83,448,1794,16,Unscaled,1626,0.9063545150501672,2.785205154141234e+40,0
scm20d,83,448,1794,16,Point_CHR,1602,0.8929765886287625,5.983643180458083e+39,0
scm20d,83,448,1794,16,TSCP_R,1579,0.8801560758082497,3.827192208045193e+39,0
scm20d,84,448,1794,16,Empirical_copula,1621,0.9035674470457079,2.7111889652708624e+40,0
scm20d,84,448,1794,16,Unscaled,1617,0.9013377926421404,1.6913043554502371e+40,0
scm20d,84,448,1794,16,Point_CHR,1648,0.9186176142697882,2.7889195347367193e+40,0
scm20d,84,448,1794,16,TSCP_R,1657,0.9236343366778149,7.089359608963136e+40,0
scm20d,85,448,1794,16,Empirical_copula,1527,0.8511705685618729,1.5347597012431176e+39,0
scm20d,85,448,1794,16,Unscaled,1567,0.8734671125975474,6.182413200444846e+39,0
scm20d,85,448,1794,16,Point_CHR,1600,0.8918617614269788,8.314939995416983e+39,0
scm20d,85,448,1794,16,TSCP_R,1548,0.862876254180602,2.0706858066511848e+39,0
scm20d,86,448,1794,16,Empirical_copula,1607,0.8957636566332219,5.1975244142737695e+39,0
scm20d,86,448,1794,16,Unscaled,1597,0.8901895206243032,8.975821966271924e+39,0
scm20d,86,448,1794,16,Point_CHR,1607,0.8957636566332219,8.562468160755068e+39,0
scm20d,86,448,1794,16,TSCP_R,1626,0.9063545150501672,1.0729497272743758e+40,0
scm20d,87,448,1794,16,Empirical_copula,1566,0.8729096989966555,3.421423778473133e+39,0
scm20d,87,448,1794,16,Unscaled,1589,0.8857302118171684,1.0567896809514686e+40,0
scm20d,87,448,1794,16,Point_CHR,1600,0.8918617614269788,9.657134646467112e+39,0
scm20d,87,448,1794,16,TSCP_R,1592,0.887402452619844,6.141532328532107e+39,0
scm20d,88,448,1794,16,Empirical_copula,1599,0.8913043478260869,5.806669866579778e+39,0
scm20d,88,448,1794,16,Unscaled,1621,0.9035674470457079,2.1340898402951474e+40,0
scm20d,88,448,1794,16,Point_CHR,1590,0.8862876254180602,4.8951105450963004e+39,0
scm20d,88,448,1794,16,TSCP_R,1627,0.9069119286510591,1.4083469618783238e+40,0
scm20d,89,448,1794,16,Empirical_copula,1611,0.8979933110367893,1.0058805752272715e+40,0
scm20d,89,448,1794,16,Unscaled,1597,0.8901895206243032,9.615343997225967e+39,0
scm20d,89,448,1794,16,Point_CHR,1603,0.8935340022296544,6.50132670703437e+39,0
scm20d,89,448,1794,16,TSCP_R,1605,0.8946488294314381,7.726535692445516e+39,0
scm20d,90,448,1794,16,Empirical_copula,1601,0.8924191750278707,7.694692240032564e+39,0
scm20d,90,448,1794,16,Unscaled,1606,0.89520624303233,1.4064560872764354e+40,0
scm20d,90,448,1794,16,Point_CHR,1594,0.8885172798216276,5.3609141361937e+39,0
scm20d,90,448,1794,16,TSCP_R,1603,0.8935340022296544,6.764110109230937e+39,0
scm20d,91,448,1794,16,Empirical_copula,1613,0.899108138238573,8.100813461195223e+39,0
scm20d,91,448,1794,16,Unscaled,1620,0.903010033444816,2.0036188176137638e+40,0
scm20d,91,448,1794,16,Point_CHR,1669,0.9303232998885173,5.355827397085649e+40,0
scm20d,91,448,1794,16,TSCP_R,1637,0.9124860646599777,1.7145595452495119e+40,0
scm20d,92,448,1794,16,Empirical_copula,1595,0.8890746934225195,4.8286920124193266e+39,0
scm20d,92,448,1794,16,Unscaled,1628,0.907469342251951,1.4518286776370708e+40,0
scm20d,92,448,1794,16,Point_CHR,1627,0.9069119286510591,1.0590547407662614e+40,0
scm20d,92,448,1794,16,TSCP_R,1626,0.9063545150501672,9.920039875470141e+39,0
scm20d,93,448,1794,16,Empirical_copula,1601,0.8924191750278707,7.278840720404994e+39,0
scm20d,93,448,1794,16,Unscaled,1600,0.8918617614269788,1.4103377540002705e+40,0
scm20d,93,448,1794,16,Point_CHR,1606,0.89520624303233,1.0060385869680823e+40,0
scm20d,93,448,1794,16,TSCP_R,1636,0.9119286510590858,1.5549868118499802e+40,0
scm20d,94,448,1794,16,Empirical_copula,1626,0.9063545150501672,1.8120069003610685e+40,0
scm20d,94,448,1794,16,Unscaled,1635,0.9113712374581939,3.696325282366248e+40,0
scm20d,94,448,1794,16,Point_CHR,1674,0.9331103678929766,9.049002304146844e+40,0
scm20d,94,448,1794,16,TSCP_R,1643,0.9158305462653289,2.0375899260562625e+40,0
scm20d,95,448,1794,16,Empirical_copula,1565,0.8723522853957637,2.1073450931894413e+39,0
scm20d,95,448,1794,16,Unscaled,1602,0.8929765886287625,7.144376271838354e+39,0
scm20d,95,448,1794,16,Point_CHR,1574,0.8773690078037905,2.3544246682706905e+39,0
scm20d,95,448,1794,16,TSCP_R,1589,0.8857302118171684,2.805766789614171e+39,0
scm20d,96,448,1794,16,Empirical_copula,1593,0.8879598662207357,1.0288427451254538e+40,0
scm20d,96,448,1794,16,Unscaled,1603,0.8935340022296544,1.821469725048467e+40,0
scm20d,96,448,1794,16,Point_CHR,1614,0.8996655518394648,2.0925059647751634e+40,0
scm20d,96,448,1794,16,TSCP_R,1610,0.8974358974358975,1.4559165476968774e+40,0
scm20d,97,448,1794,16,Empirical_copula,1589,0.8857302118171684,2.7004601663444685e+39,0
scm20d,97,448,1794,16,Unscaled,1601,0.8924191750278707,4.960818579148635e+39,0
scm20d,97,448,1794,16,Point_CHR,1569,0.8745819397993311,1.4733357725226876e+39,0
scm20d,97,448,1794,16,TSCP_R,1604,0.8940914158305463,3.173045233458438e+39,0
scm20d,98,448,1794,16,Empirical_copula,1618,0.9018952062430323,3.3216445101683247e+40,0
scm20d,98,448,1794,16,Unscaled,1633,0.9102564102564102,4.199805990340513e+40,0
scm20d,98,448,1794,16,Point_CHR,1605,0.8946488294314381,1.2287079259894763e+40,0
scm20d,98,448,1794,16,TSCP_R,1626,0.9063545150501672,3.553077119639394e+40,0
scm20d,99,448,1794,16,Empirical_copula,1561,0.8701226309921962,5.3577023493274306e+39,0
scm20d,99,448,1794,16,Unscaled,1568,0.8740245261984393,8.691341832470104e+39,0
scm20d,99,448,1794,16,Point_CHR,1643,0.9158305462653289,4.539087511005453e+40,0
scm20d,99,448,1794,16,TSCP_R,1586,0.8840579710144928,7.451790335777326e+39,0
scm20d,100,448,1794,16,Empirical_copula,1597,0.8901895206243032,5.433524851831128e+39,0
scm20d,100,448,1794,16,Unscaled,1584,0.882943143812709,8.470388962398908e+39,0
scm20d,100,448,1794,16,Point_CHR,1591,0.8868450390189521,4.66394271555539e+39,0
scm20d,100,448,1794,16,TSCP_R,1606,0.89520624303233,6.962249665091828e+39,0
scm20d,101,448,1794,16,Empirical_copula,1574,0.8773690078037905,3.70125129519527e+39,0
scm20d,101,448,1794,16,Unscaled,1596,0.8896321070234113,1.6128363412036353e+40,0
scm20d,101,448,1794,16,Point_CHR,1608,0.8963210702341137,8.696785404277614e+39,0
scm20d,101,448,1794,16,TSCP_R,1612,0.8985507246376812,9.525525881049374e+39,0
scm20d,102,448,1794,16,Empirical_copula,1593,0.8879598662207357,5.95825540742759e+39,0
scm20d,102,448,1794,16,Unscaled,1600,0.8918617614269788,9.919039131589323e+39,0
scm20d,102,448,1794,16,Point_CHR,1597,0.8901895206243032,4.400084075240311e+39,0
scm20d,102,448,1794,16,TSCP_R,1612,0.8985507246376812,7.053697573010045e+39,0
scm20d,103,448,1794,16,Empirical_copula,1587,0.8846153846153846,4.6991920823301885e+39,0
scm20d,103,448,1794,16,Unscaled,1631,0.9091415830546266,2.8869260571343323e+40,0
scm20d,103,448,1794,16,Point_CHR,1565,0.8723522853957637,1.6458445307468853e+39,0
scm20d,103,448,1794,16,TSCP_R,1584,0.882943143812709,4.374623092769753e+39,0
scm20d,104,448,1794,16,Empirical_copula,1546,0.8617614269788183,1.222024038886957e+39,0
scm20d,104,448,1794,16,Unscaled,1546,0.8617614269788183,2.2052245179731507e+39,0
scm20d,104,448,1794,16,Point_CHR,1571,0.8756967670011149,2.422668710690384e+39,0
scm20d,104,448,1794,16,TSCP_R,1562,0.8706800445930881,1.6629490604796793e+39,0
scm20d,105,448,1794,16,Empirical_copula,1600,0.8918617614269788,8.205220505117765e+39,0
scm20d,105,448,1794,16,Unscaled,1594,0.8885172798216276,1.6967656189115507e+40,0
scm20d,105,448,1794,16,Point_CHR,1635,0.9113712374581939,2.8979373122770373e+40,0
scm20d,105,448,1794,16,TSCP_R,1625,0.9057971014492754,1.4761774012462394e+40,0
scm20d,106,448,1794,16,Empirical_copula,1612,0.8985507246376812,5.064070206005761e+39,0
scm20d,106,448,1794,16,Unscaled,1617,0.9013377926421404,1.4067931766023117e+40,0
scm20d,106,448,1794,16,Point_CHR,1625,0.9057971014492754,9.679727981503696e+39,0
scm20d,106,448,1794,16,TSCP_R,1623,0.9046822742474916,1.0541902935187041e+40,0
scm20d,107,448,1794,16,Empirical_copula,1587,0.8846153846153846,6.218388244095472e+39,0
scm20d,107,448,1794,16,Unscaled,1632,0.9096989966555183,2.7023609232427513e+40,0
scm20d,107,448,1794,16,Point_CHR,1609,0.8968784838350056,7.457992880957145e+39,0
scm20d,107,448,1794,16,TSCP_R,1605,0.8946488294314381,9.705022745299048e+39,0
scm20d,108,448,1794,16,Empirical_copula,1596,0.8896321070234113,1.426612547462043e+40,0
scm20d,108,448,1794,16,Unscaled,1603,0.8935340022296544,3.427717733152002e+40,0
scm20d,108,448,1794,16,Point_CHR,1548,0.862876254180602,2.7240149660117515e+39,0
scm20d,108,448,1794,16,TSCP_R,1593,0.8879598662207357,1.2447328904305347e+40,0
scm20d,109,448,1794,16,Empirical_copula,1619,0.9024526198439242,8.427861752549897e+39,0
scm20d,109,448,1794,16,Unscaled,1622,0.9041248606465998,1.8085896118534883e+40,0
scm20d,109,448,1794,16,Point_CHR,1651,0.9202898550724637,2.5706349263352886e+40,0
scm20d,109,448,1794,16,TSCP_R,1619,0.9024526198439242,8.248198806537418e+39,0
scm20d,110,448,1794,16,Empirical_copula,1577,0.879041248606466,4.2592740159972e+39,0
scm20d,110,448,1794,16,Unscaled,1606,0.89520624303233,1.455215531641188e+40,0
scm20d,110,448,1794,16,Point_CHR,1577,0.879041248606466,3.027203897264468e+39,0
scm20d,110,448,1794,16,TSCP_R,1596,0.8896321070234113,7.247079447316185e+39,0
scm20d,111,448,1794,16,Empirical_copula,1565,0.8723522853957637,4.91954231147324e+39,0
scm20d,111,448,1794,16,Unscaled,1563,0.8712374581939799,5.374468056635002e+39,0
scm20d,111,448,1794,16,Point_CHR,1520,0.8472686733556298,1.0350793842171392e+39,0
scm20d,111,448,1794,16,TSCP_R,1550,0.8639910813823858,2.504734412055049e+39,0
scm20d,112,448,1794,16,Empirical_copula,1575,0.8779264214046822,3.3392531483118376e+39,0
scm20d,112,448,1794,16,Unscaled,1605,0.8946488294314381,1.5332304235812473e+40,0
scm20d,112,448,1794,16,Point_CHR,1666,0.9286510590858417,6.28336723524747e+40,0
scm20d,112,448,1794,16,TSCP_R,1622,0.9041248606465998,1.4832521054001233e+40,0
scm20d,113,448,1794,16,Empirical_copula,1637,0.9124860646599777,2.7501344421801447e+40,0
scm20d,113,448,1794,16,Unscaled,1641,0.9147157190635451,4.894443821845208e+40,0
scm20d,113,448,1794,16,Point_CHR,1679,0.9358974358974359,8.567069197640622e+40,0
scm20d,113,448,1794,16,TSCP_R,1653,0.9214046822742475,3.9232515518020455e+40,0
scm20d,114,448,1794,16,Empirical_copula,1591,0.8868450390189521,5.919644790779231e+39,0
scm20d,114,448,1794,16,Unscaled,1598,0.8907469342251951,1.4747373310508352e+40,0
scm20d,114,448,1794,16,Point_CHR,1650,0.919732441471572,3.987030844090335e+40,0
scm20d,114,448,1794,16,TSCP_R,1625,0.9057971014492754,1.3127150263974466e+40,0
scm20d,115,448,1794,16,Empirical_copula,1641,0.9147157190635451,2.4017368675851637e+40,0
scm20d,115,448,1794,16,Unscaled,1654,0.9219620958751393,4.38979791197225e+40,0
scm20d,115,448,1794,16,Point_CHR,1632,0.9096989966555183,1.3450441507274307e+40,0
scm20d,115,448,1794,16,TSCP_R,1659,0.9247491638795987,3.8199686300654054e+40,0
scm20d,116,448,1794,16,Empirical_copula,1642,0.915273132664437,1.9686835090539266e+40,0
scm20d,116,448,1794,16,Unscaled,1642,0.915273132664437,2.8484018087370164e+40,0
scm20d,116,448,1794,16,Point_CHR,1640,0.9141583054626533,1.9896815844561405e+40,0
scm20d,116,448,1794,16,TSCP_R,1645,0.9169453734671126,2.090256158280557e+40,0
scm20d,117,448,1794,16,Empirical_copula,1588,0.8851727982162765,4.0339497557251e+39,0
scm20d,117,448,1794,16,Unscaled,1597,0.8901895206243032,5.943574520737665e+39,0
scm20d,117,448,1794,16,Point_CHR,1624,0.9052396878483835,1.0523910611801465e+40,0
scm20d,117,448,1794,16,TSCP_R,1605,0.8946488294314381,5.380710256896444e+39,0
scm20d,118,448,1794,16,Empirical_copula,1550,0.8639910813823858,3.8743209454167735e+39,0
scm20d,118,448,1794,16,Unscaled,1612,0.8985507246376812,3.206202888217209e+40,0
scm20d,118,448,1794,16,Point_CHR,1590,0.8862876254180602,6.18563457051725e+39,0
scm20d,118,448,1794,16,TSCP_R,1598,0.8907469342251951,8.670928786265319e+39,0
scm20d,119,448,1794,16,Empirical_copula,1534,0.855072463768116,1.2949072201776282e+39,0
scm20d,119,448,1794,16,Unscaled,1519,0.846711259754738,8.410898921125755e+38,0
scm20d,119,448,1794,16,Point_CHR,1477,0.8232998885172799,2.0775839224673706e+38,0
scm20d,119,448,1794,16,TSCP_R,1526,0.850613154960981,6.586945394008508e+38,0
scm20d,120,448,1794,16,Empirical_copula,1675,0.9336677814938684,7.85366070342158e+40,0
scm20d,120,448,1794,16,Unscaled,1671,0.931438127090301,1.571222283394098e+41,0
scm20d,120,448,1794,16,Point_CHR,1630,0.9085841694537347,2.127039755292371e+40,0
scm20d,120,448,1794,16,TSCP_R,1668,0.9297658862876255,6.0970217704546255e+40,0
scm20d,121,448,1794,16,Empirical_copula,1630,0.9085841694537347,8.840770080667195e+39,0
scm20d,121,448,1794,16,Unscaled,1636,0.9119286510590858,1.6366487637207492e+40,0
scm20d,121,448,1794,16,Point_CHR,1630,0.9085841694537347,1.0070437495102682e+40,0
scm20d,121,448,1794,16,TSCP_R,1631,0.9091415830546266,8.474904684020441e+39,0
scm20d,122,448,1794,16,Empirical_copula,1625,0.9057971014492754,2.6159086619724352e+40,0
scm20d,122,448,1794,16,Unscaled,1647,0.9180602006688964,5.185658193928817e+40,0
scm20d,122,448,1794,16,Point_CHR,1667,0.9292084726867336,1.033166643998264e+41,0
scm20d,122,448,1794,16,TSCP_R,1636,0.9119286510590858,3.574372023233176e+40,0
scm20d,123,448,1794,16,Empirical_copula,1535,0.8556298773690078,1.294537558988084e+39,0
scm20d,123,448,1794,16,Unscaled,1599,0.8913043478260869,1.107521333351239e+40,0
scm20d,123,448,1794,16,Point_CHR,1554,0.8662207357859532,2.0386736833828058e+39,0
scm20d,123,448,1794,16,TSCP_R,1573,0.8768115942028986,2.6556052977624904e+39,0
scm20d,124,448,1794,16,Empirical_copula,1590,0.8862876254180602,1.2811627235992095e+40,0
scm20d,124,448,1794,16,Unscaled,1617,0.9013377926421404,3.9726835611198857e+40,0
scm20d,124,448,1794,16,Point_CHR,1618,0.9018952062430323,2.0041539822572751e+40,0
scm20d,124,448,1794,16,TSCP_R,1609,0.8968784838350056,1.9198559276541092e+40,0
scm20d,125,448,1794,16,Empirical_copula,1647,0.9180602006688964,3.6172579747402545e+40,0
scm20d,125,448,1794,16,Unscaled,1654,0.9219620958751393,5.620622139115118e+40,0
scm20d,125,448,1794,16,Point_CHR,1623,0.9046822742474916,1.598509790238976e+40,0
scm20d,125,448,1794,16,TSCP_R,1669,0.9303232998885173,5.215050686539812e+40,0
scm20d,126,448,1794,16,Empirical_copula,1635,0.9113712374581939,3.245914015274109e+40,0
scm20d,126,448,1794,16,Unscaled,1657,0.9236343366778149,6.167927509221696e+40,0
scm20d,126,448,1794,16,Point_CHR,1621,0.9035674470457079,1.6036947415015492e+40,0
scm20d,126,448,1794,16,TSCP_R,1634,0.9108138238573021,2.1068058322026818e+40,0
scm20d,127,448,1794,16,Empirical_copula,1653,0.9214046822742475,2.1808499459871485e+40,0
scm20d,127,448,1794,16,Unscaled,1648,0.9186176142697882,2.636344816950161e+40,0
scm20d,127,448,1794,16,Point_CHR,1661,0.9258639910813824,2.0054441189927482e+40,0
scm20d,127,448,1794,16,TSCP_R,1671,0.931438127090301,2.5996966716874827e+40,0
scm20d,128,448,1794,16,Empirical_copula,1666,0.9286510590858417,2.3838478425514603e+40,0
scm20d,128,448,1794,16,Unscaled,1679,0.9358974358974359,8.499243334936606e+40,0
scm20d,128,448,1794,16,Point_CHR,1686,0.939799331103679,8.84085763360264e+40,0
scm20d,128,448,1794,16,TSCP_R,1689,0.9414715719063546,4.458327688086516e+40,0
scm20d,129,448,1794,16,Empirical_copula,1617,0.9013377926421404,5.082046147214072e+39,0
scm20d,129,448,1794,16,Unscaled,1614,0.8996655518394648,9.124033317771112e+39,0
scm20d,129,448,1794,16,Point_CHR,1650,0.919732441471572,1.627611645830364e+40,0
scm20d,129,448,1794,16,TSCP_R,1632,0.9096989966555183,7.729739316917045e+39,0
scm20d,130,448,1794,16,Empirical_copula,1586,0.8840579710144928,3.6990516521987795e+39,0
scm20d,130,448,1794,16,Unscaled,1599,0.8913043478260869,6.940550471508867e+39,0
scm20d,130,448,1794,16,Point_CHR,1635,0.9113712374581939,1.0531440545483816e+40,0
scm20d,130,448,1794,16,TSCP_R,1597,0.8901895206243032,4.0231705438599585e+39,0
scm20d,131,448,1794,16,Empirical_copula,1655,0.9225195094760312,6.877459273021953e+40,0
scm20d,131,448,1794,16,Unscaled,1668,0.9297658862876255,1.9391143516528074e+41,0
scm20d,131,448,1794,16,Point_CHR,1654,0.9219620958751393,4.180538110563887e+40,0
scm20d,131,448,1794,16,TSCP_R,1671,0.931438127090301,1.2141051950220694e+41,0
scm20d,132,448,1794,16,Empirical_copula,1604,0.8940914158305463,1.0582761862175228e+40,0
scm20d,132,448,1794,16,Unscaled,1615,0.9002229654403567,2.686465332690659e+40,0
scm20d,132,448,1794,16,Point_CHR,1639,0.9136008918617614,2.1170347231991746e+40,0
scm20d,132,448,1794,16,TSCP_R,1617,0.9013377926421404,1.3182175866712843e+40,0
scm20d,133,448,1794,16,Empirical_copula,1619,0.9024526198439242,1.3815329931940093e+40,0
scm20d,133,448,1794,16,Unscaled,1631,0.9091415830546266,3.7461044719723704e+40,0
scm20d,133,448,1794,16,Point_CHR,1652,0.9208472686733556,5.349412125788129e+40,0
scm20d,133,448,1794,16,TSCP_R,1627,0.9069119286510591,1.9639853146043643e+40,0
scm20d,134,448,1794,16,Empirical_copula,1584,0.882943143812709,6.110697746152017e+39,0
scm20d,134,448,1794,16,Unscaled,1611,0.8979933110367893,2.237887527437961e+40,0
scm20d,134,448,1794,16,Point_CHR,1574,0.8773690078037905,4.454009420315376e+39,0
scm20d,134,448,1794,16,TSCP_R,1604,0.8940914158305463,7.92255013315317e+39,0
scm20d,135,448,1794,16,Empirical_copula,1584,0.882943143812709,5.418916083851589e+39,0
scm20d,135,448,1794,16,Unscaled,1611,0.8979933110367893,1.9150848045137457e+40,0
scm20d,135,448,1794,16,Point_CHR,1601,0.8924191750278707,6.99291922881016e+39,0
scm20d,135,448,1794,16,TSCP_R,1599,0.8913043478260869,6.937331040101785e+39,0
scm20d,136,448,1794,16,Empirical_copula,1575,0.8779264214046822,6.554760191490414e+39,0
scm20d,136,448,1794,16,Unscaled,1607,0.8957636566332219,2.6436132026221953e+40,0
scm20d,136,448,1794,16,Point_CHR,1593,0.8879598662207357,8.550322417286195e+39,0
scm20d,136,448,1794,16,TSCP_R,1598,0.8907469342251951,9.68177327366217e+39,0
scm20d,137,448,1794,16,Empirical_copula,1611,0.8979933110367893,9.67191242758434e+39,0
scm20d,137,448,1794,16,Unscaled,1640,0.9141583054626533,2.553719339199736e+40,0
scm20d,137,448,1794,16,Point_CHR,1619,0.9024526198439242,1.8377066796490708e+40,0
scm20d,137,448,1794,16,TSCP_R,1636,0.9119286510590858,1.757670791636972e+40,0
scm20d,138,448,1794,16,Empirical_copula,1603,0.8935340022296544,6.09046062762409e+39,0
scm20d,138,448,1794,16,Unscaled,1635,0.9113712374581939,2.0276282910943854e+40,0
scm20d,138,448,1794,16,Point_CHR,1606,0.89520624303233,4.914859378122576e+39,0
scm20d,138,448,1794,16,TSCP_R,1628,0.907469342251951,1.1991071550048075e+40,0
scm20d,139,448,1794,16,Empirical_copula,1605,0.8946488294314381,9.403118320407109e+39,0
scm20d,139,448,1794,16,Unscaled,1597,0.8901895206243032,6.990136561952463e+39,0
scm20d,139,448,1794,16,Point_CHR,1604,0.8940914158305463,6.886953948022487e+39,0
scm20d,139,448,1794,16,TSCP_R,1609,0.8968784838350056,7.777378844787523e+39,0
scm20d,140,448,1794,16,Empirical_copula,1656,0.9230769230769231,3.27318809991882e+40,0
scm20d,140,448,1794,16,Unscaled,1647,0.9180602006688964,3.2235066853474245e+40,0
scm20d,140,448,1794,16,Point_CHR,1695,0.9448160535117057,1.8745038229865974e+41,0
scm20d,140,448,1794,16,TSCP_R,1651,0.9202898550724637,2.5131459297713675e+40,0
scm20d,141,448,1794,16,Empirical_copula,1556,0.867335562987737,1.9050081539103406e+39,0
scm20d,141,448,1794,16,Unscaled,1588,0.8851727982162765,6.11094469330649e+39,0
scm20d,141,448,1794,16,Point_CHR,1586,0.8840579710144928,3.3179012070936804e+39,0
scm20d,141,448,1794,16,TSCP_R,1600,0.8918617614269788,3.8950487955211923e+39,0
scm20d,142,448,1794,16,Empirical_copula,1611,0.8979933110367893,1.1276493205114894e+40,0
scm20d,142,448,1794,16,Unscaled,1608,0.8963210702341137,1.3232052312186658e+40,0
scm20d,142,448,1794,16,Point_CHR,1626,0.9063545150501672,1.3636150333507246e+40,0
scm20d,142,448,1794,16,TSCP_R,1634,0.9108138238573021,1.9681172518675383e+40,0
scm20d,143,448,1794,16,Empirical_copula,1564,0.8717948717948718,3.9677400024195205e+39,0
scm20d,143,448,1794,16,Unscaled,1581,0.8812709030100334,8.00758529088324e+39,0
scm20d,143,448,1794,16,Point_CHR,1532,0.8539576365663322,1.9766134842335425e+39,0
scm20d,143,448,1794,16,TSCP_R,1585,0.8835005574136009,6.512808921336983e+39,0
scm20d,144,448,1794,16,Empirical_copula,1537,0.8567447045707915,3.1928638135973446e+39,0
scm20d,144,448,1794,16,Unscaled,1555,0.866778149386845,4.7745273385574313e+39,0
scm20d,144,448,1794,16,Point_CHR,1561,0.8701226309921962,3.6640023867428874e+39,0
scm20d,144,448,1794,16,TSCP_R,1568,0.8740245261984393,4.469602346482988e+39,0
scm20d,145,448,1794,16,Empirical_copula,1595,0.8890746934225195,5.079669781483945e+39,0
scm20d,145,448,1794,16,Unscaled,1636,0.9119286510590858,3.829585646380288e+40,0
scm20d,145,448,1794,16,Point_CHR,1624,0.9052396878483835,1.377770447367221e+40,0
scm20d,145,448,1794,16,TSCP_R,1617,0.9013377926421404,1.0636018432452669e+40,0
scm20d,146,448,1794,16,Empirical_copula,1607,0.8957636566332219,9.615288849172865e+39,0
scm20d,146,448,1794,16,Unscaled,1666,0.9286510590858417,7.60813670384985e+40,0
scm20d,146,448,1794,16,Point_CHR,1635,0.9113712374581939,1.686707623246697e+40,0
scm20d,146,448,1794,16,TSCP_R,1619,0.9024526198439242,1.2455911886460978e+40,0
scm20d,147,448,1794,16,Empirical_copula,1579,0.8801560758082497,5.544488898509756e+39,0
scm20d,147,448,1794,16,Unscaled,1607,0.8957636566332219,1.7424098701708665e+40,0
scm20d,147,448,1794,16,Point_CHR,1622,0.9041248606465998,1.7664036810501544e+40,0
scm20d,147,448,1794,16,TSCP_R,1607,0.8957636566332219,9.686221670770972e+39,0
scm20d,148,448,1794,16,Empirical_copula,1582,0.8818283166109253,5.251986849712933e+39,0
scm20d,148,448,1794,16,Unscaled,1613,0.899108138238573,1.799157435866926e+40,0
scm20d,148,448,1794,16,Point_CHR,1645,0.9169453734671126,2.0567406076970014e+40,0
scm20d,148,448,1794,16,TSCP_R,1624,0.9052396878483835,1.3733808645322801e+40,0
