alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,coordinate,coordinate_base_length,coordinate_adjustment,coordinate_length,redraw_train_test,n_train,n_test
0.1,3,30,7,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,5.763058141808562,5.27079143231864,16.30464100644582,True,2400,600
0.1,3,30,8,CQHR,Gaussian,cqr,native,0.5,0.0,1,10.443401984606245,15.307712527098234,41.05882703880272,True,2400,600
0.1,3,30,8,CQHR,Gaussian,cqr,native,0.5,0.0,2,10.716705513678631,23.040214843701904,56.79713520108242,True,2400,600
0.1,3,30,8,CQHR,Gaussian,cqr,native,0.5,0.0,3,6.020595916399349,12.196806045735219,30.414208007869764,True,2400,600
0.1,3,30,8,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,10.443401984606245,15.11990069927606,40.683203383158435,True,2400,600
0.1,3,30,8,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,10.716705513678631,18.960661201452446,48.638027916583546,True,2400,600
0.1,3,30,8,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,6.020595916399349,9.595936073222955,25.212468062845254,True,2400,600
0.1,3,30,8,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,10.443401984606245,14.405596379441642,39.25459474348953,True,2400,600
0.1,3,30,8,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,10.716705513678631,14.405596379441642,39.527898272561885,True,2400,600
0.1,3,30,8,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,6.020595916399349,14.405596379441642,34.83178867528264,True,2400,600
0.1,3,30,8,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,10.443401984606245,13.872073955596118,38.187549895798504,True,2400,600
0.1,3,30,8,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,10.716705513678631,14.405596379422178,39.52789827252298,True,2400,600
0.1,3,30,8,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,6.020595916399349,7.312351240486306,20.64529839737195,True,2400,600
0.1,3,30,9,CQHR,Gaussian,cqr,native,0.5,0.0,1,10.639223269438425,14.902517815682744,40.44425890080408,True,2400,600
0.1,3,30,9,CQHR,Gaussian,cqr,native,0.5,0.0,2,10.677413338633253,38.99934311493662,88.67609956850657,True,2400,600
0.1,3,30,9,CQHR,Gaussian,cqr,native,0.5,0.0,3,5.904235150430833,19.42348760147669,44.751210353384174,True,2400,600
0.1,3,30,9,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,10.639223269438425,16.84488667180095,44.32899661304031,True,2400,600
0.1,3,30,9,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,10.677413338633253,17.62062566849791,45.91866467562907,True,2400,600
0.1,3,30,9,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,5.904235150430833,7.739702258568059,21.38363966756693,True,2400,600
0.1,3,30,9,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,10.639223269438425,14.90251781576143,40.4442589009613,True,2400,600
