alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,test_coverage,coverage_volume,coverage_max_length,reference_adjustment,runtime
0.1,3,100,15,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.8983333333333333,2669.68837377916,16.110893655504782,,0.0
0.1,3,100,15,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8766666666666667,2760.3343105077647,14.274842921586297,,0.0
0.1,3,100,15,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.895,2655.389757391675,16.237143079039665,,0.0009996891021728516
0.1,3,100,16,CQHR,Gaussian,cqr,native,0.5,300.0,0.93,408541.06068608584,49.55584863228415,13.812996915558204,0.0
0.1,3,100,16,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.9083333333333333,3104.747101156309,16.947651111792656,,0.0009996891021728516
0.1,3,100,16,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.9083333333333333,3104.747101156309,16.947651111792656,,0.0009932518005371094
0.1,3,100,16,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.9066666666666666,3940.1257067221177,15.951377123780778,,0.0
0.1,3,100,16,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8666666666666667,2553.7949571258864,16.38620978307783,,0.0010068416595458984
0.1,3,100,17,CQHR,Gaussian,cqr,native,0.5,300.0,0.9366666666666666,97239965.92362231,184.6449450274342,15.979122322888117,0.0
0.1,3,100,17,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.875,2762.6641944667267,15.97223466711465,,0.0
0.1,3,100,17,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.875,2762.6641944667267,15.97223466711465,,0.0
0.1,3,100,17,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8816666666666667,3233.9651332358585,15.10865496223148,,0.0
0.1,3,100,17,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.855,2290.3275672729997,15.680896162200295,,0.0009925365447998047
0.1,3,100,18,CQHR,Gaussian,cqr,native,0.5,300.0,0.92,479597.7011579011,49.152766071153316,18.201477828023677,0.0
0.1,3,100,18,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.8466666666666667,1893.4166043130285,14.261197140605328,,0.00099945068359375
0.1,3,100,18,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.8466666666666667,1893.4166043130285,14.261197140605328,,0.0
0.1,3,100,18,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.865,2324.4159020151433,13.632492515796061,,0.0
0.1,3,100,18,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8416666666666667,1859.9935583732115,14.326744507088833,,0.000997781753540039
0.1,3,100,19,CQHR,Gaussian,cqr,native,0.5,300.0,0.925,74220.8150031112,42.33500387110758,16.557900569956477,0.0
0.1,3,100,19,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.875,2508.887179082071,15.658332651298263,,0.0020151138305664062
