alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,coordinate,coordinate_base_length,coordinate_adjustment,coordinate_length
0.1,3,100,8,CQHR,Gaussian,cqr,native,0.5,0.0,3,3.3585038851342754,10.337591313055432,24.033686511245147
0.1,3,100,8,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,4.53703436576701,6.917302558514109,18.371639482795228
0.1,3,100,8,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,4.508607728869746,7.555912340303735,19.620432409477218
0.1,3,100,8,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,3.3585038851342754,4.5215087551935715,12.401521395521419
0.1,3,100,8,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,4.53703436576701,6.000246161466613,16.537526688700243
0.1,3,100,8,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,4.508607728869746,6.000246161466613,16.50910005180297
0.1,3,100,8,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,3.3585038851342754,6.000246161466613,15.358996208067511
0.1,3,100,8,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,4.53703436576701,6.860497393269773,18.258029152306563
0.1,3,100,8,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,4.508607728869746,5.704867528999216,15.918342786868168
0.1,3,100,8,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,3.3585038851342754,2.921943158213651,9.202390201561572
0.1,3,100,9,CQHR,Gaussian,cqr,native,0.5,0.0,1,4.729780730533523,16.01448653111579,36.758753792764864
0.1,3,100,9,CQHR,Gaussian,cqr,native,0.5,0.0,2,4.562915295547008,22.511657514820758,49.5862303251885
0.1,3,100,9,CQHR,Gaussian,cqr,native,0.5,0.0,3,3.5937788834178788,16.896116452445757,37.386011788309375
0.1,3,100,9,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,4.729780730533523,7.031539735705234,18.792860201944013
0.1,3,100,9,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,4.562915295547008,5.904448160216639,16.371811615980267
0.1,3,100,9,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,3.5937788834178788,4.014485819262435,11.622750521942745
0.1,3,100,9,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,4.729780730533523,6.116269713081782,16.962320156697082
