alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,df,redraw_train_test,n_train,n_test
0.1,10,30,56,Point_CHR,t,absolute_residual,0.94375,1079887390214105.8,101.66116086894408,0.0010018348693847656,1.5,True,7200,800
0.1,10,30,56,Empirical_copula,t,absolute_residual,0.72875,13278704297.700684,27.005469395517196,0.0,1.5,True,7200,800
0.1,10,30,57,TSCP_R,t,absolute_residual,0.86375,76231291056858.44,223.58660219534357,0.0019991397857666016,1.5,True,7200,800
0.1,10,30,57,Point_CHR,t,absolute_residual,0.89375,2694124735340447.0,583.0356847706772,0.0,1.5,True,7200,800
0.1,10,30,57,Empirical_copula,t,absolute_residual,0.705,305786580676.85583,160.80512279279688,0.0010051727294921875,1.5,True,7200,800
0.1,10,30,58,TSCP_R,t,absolute_residual,0.94,641963495622509.4,93.81625608446377,0.0020084381103515625,1.5,True,7200,800
0.1,10,30,58,Point_CHR,t,absolute_residual,0.88375,77453055718444.16,108.73284010548683,0.0009975433349609375,1.5,True,7200,800
0.1,10,30,58,Empirical_copula,t,absolute_residual,0.65875,54715315897.180984,42.55698814819641,0.0,1.5,True,7200,800
0.1,10,30,59,TSCP_R,t,absolute_residual,0.98125,9.587004718782335e+18,328.12520106270927,0.0030002593994140625,1.5,True,7200,800
0.1,10,30,59,Point_CHR,t,absolute_residual,0.98875,7.568252415157518e+20,846.797502399123,0.0,1.5,True,7200,800
0.1,10,30,59,Empirical_copula,t,absolute_residual,0.87875,9723273502195.08,90.58884179680418,0.0,1.5,True,7200,800
0.1,10,30,60,TSCP_R,t,absolute_residual,0.99125,2.986409676867971e+20,543.1763787509007,0.002007007598876953,1.5,True,7200,800
0.1,10,30,60,Point_CHR,t,absolute_residual,0.99625,4.1816657686577396e+23,982.016655171306,0.000993490219116211,1.5,True,7200,800
0.1,10,30,60,Empirical_copula,t,absolute_residual,0.79,3453762311019.079,101.52234569278261,0.0,1.5,True,7200,800
0.1,10,30,61,TSCP_R,t,absolute_residual,0.845,12973865716531.547,808.2809901236842,0.001997232437133789,1.5,True,7200,800
0.1,10,30,61,Point_CHR,t,absolute_residual,0.99875,1.3047055576264937e+33,8966.255772434557,0.0,1.5,True,7200,800
0.1,10,30,61,Empirical_copula,t,absolute_residual,0.6575,84455294869.34512,620.4889434306651,0.0009996891021728516,1.5,True,7200,800
0.1,10,30,62,TSCP_R,t,absolute_residual,0.8975,6795278731285.017,31.90859019902801,0.0019922256469726562,1.5,True,7200,800
0.1,10,30,62,Point_CHR,t,absolute_residual,0.9575,2040166243852529.0,77.371202346567,0.0010094642639160156,1.5,True,7200,800
0.1,10,30,62,Empirical_copula,t,absolute_residual,0.6825,1872238407.0010238,18.580608591113688,0.0,1.5,True,7200,800
0.1,10,30,63,TSCP_R,t,absolute_residual,0.92875,157802389265240.38,79.0103433383313,0.0020067691802978516,1.5,True,7200,800
0.1,10,30,63,Point_CHR,t,absolute_residual,0.9275,132512173034392.83,94.00999821650808,0.0009942054748535156,1.5,True,7200,800
0.1,10,30,63,Empirical_copula,t,absolute_residual,0.78625,77474262914.17302,42.16698661921448,0.0,1.5,True,7200,800
0.1,10,30,64,TSCP_R,t,absolute_residual,0.77625,14153376970.956352,22.4507219905477,0.0030059814453125,1.5,True,7200,800
0.1,10,30,64,Point_CHR,t,absolute_residual,0.92125,41527277968835.45,80.11313775467252,0.0,1.5,True,7200,800
0.1,10,30,64,Empirical_copula,t,absolute_residual,0.5,75222922.94420345,18.414941408854382,0.0009999275207519531,1.5,True,7200,800
0.1,10,30,65,TSCP_R,t,absolute_residual,0.91,41134770513651.86,79.8664986690188,0.0030062198638916016,1.5,True,7200,800
0.1,10,30,65,Point_CHR,t,absolute_residual,0.97,1.3548822369238544e+19,343.25958982618215,0.0,1.5,True,7200,800
0.1,10,30,65,Empirical_copula,t,absolute_residual,0.665,20774936299.43422,55.1720762732226,0.0009996891021728516,1.5,True,7200,800
0.1,10,30,66,TSCP_R,t,absolute_residual,0.94,9622231083382166.0,403.52126068538263,0.0030105113983154297,1.5,True,7200,800
0.1,10,30,66,Point_CHR,t,absolute_residual,0.93,3024229207598566.0,800.7064925209381,0.0,1.5,True,7200,800
0.1,10,30,66,Empirical_copula,t,absolute_residual,0.66,304719844179.2261,174.48166716580846,0.000997304916381836,1.5,True,7200,800
0.1,10,30,67,TSCP_R,t,absolute_residual,0.94125,145140306327056.7,136.94638688037324,0.0020067691802978516,1.5,True,7200,800
0.1,10,30,67,Point_CHR,t,absolute_residual,0.96375,1.0044263678811604e+16,84.81084631952446,0.0009927749633789062,1.5,True,7200,800
0.1,10,30,67,Empirical_copula,t,absolute_residual,0.8125,130219059921.17265,84.81084631952446,0.0,1.5,True,7200,800
