alpha,n_dim,n_cal,trial,method,noise_type,score_type,coordinate,coordinate_length,correlation,correlation_structure
0.1,10,10,4,Empirical_copula,Gaussian,absolute_residual,7,7.126214538431075,0.0,equicorrelated
0.1,10,10,4,Empirical_copula,Gaussian,absolute_residual,8,8.635736110653802,0.0,equicorrelated
0.1,10,10,4,Empirical_copula,Gaussian,absolute_residual,9,3.6504093485489335,0.0,equicorrelated
0.1,10,10,4,Empirical_copula,Gaussian,absolute_residual,10,2.5949404269001377,0.0,equicorrelated
0.1,10,10,5,TSCP_R,Gaussian,absolute_residual,1,44.09537726786323,0.0,equicorrelated
0.1,10,10,5,TSCP_R,Gaussian,absolute_residual,2,24.2836528208069,0.0,equicorrelated
0.1,10,10,5,TSCP_R,Gaussian,absolute_residual,3,41.69100851696609,0.0,equicorrelated
0.1,10,10,5,TSCP_R,Gaussian,absolute_residual,4,29.01714390146053,0.0,equicorrelated
0.1,10,10,5,TSCP_R,Gaussian,absolute_residual,5,26.223591899706015,0.0,equicorrelated
0.1,10,10,5,TSCP_R,Gaussian,absolute_residual,6,29.369115498842145,0.0,equicorrelated
0.1,10,10,5,TSCP_R,Gaussian,absolute_residual,7,15.792676231748004,0.0,equicorrelated
0.1,10,10,5,TSCP_R,Gaussian,absolute_residual,8,12.031922040308856,0.0,equicorrelated
0.1,10,10,5,TSCP_R,Gaussian,absolute_residual,9,8.82846958839174,0.0,equicorrelated
0.1,10,10,5,TSCP_R,Gaussian,absolute_residual,10,2.9030890378986767,0.0,equicorrelated
0.1,10,10,5,Point_CHR,Gaussian,absolute_residual,1,inf,0.0,equicorrelated
0.1,10,10,5,Point_CHR,Gaussian,absolute_residual,2,inf,0.0,equicorrelated
0.1,10,10,5,Point_CHR,Gaussian,absolute_residual,3,inf,0.0,equicorrelated
0.1,10,10,5,Point_CHR,Gaussian,absolute_residual,4,inf,0.0,equicorrelated
0.1,10,10,5,Point_CHR,Gaussian,absolute_residual,5,inf,0.0,equicorrelated
0.1,10,10,5,Point_CHR,Gaussian,absolute_residual,6,inf,0.0,equicorrelated
0.1,10,10,5,Point_CHR,Gaussian,absolute_residual,7,inf,0.0,equicorrelated
0.1,10,10,5,Point_CHR,Gaussian,absolute_residual,8,inf,0.0,equicorrelated
0.1,10,10,5,Point_CHR,Gaussian,absolute_residual,9,inf,0.0,equicorrelated
0.1,10,10,5,Point_CHR,Gaussian,absolute_residual,10,inf,0.0,equicorrelated
0.1,10,10,5,Unscaled,Gaussian,absolute_residual,1,21.397503211907292,0.0,equicorrelated
0.1,10,10,5,Unscaled,Gaussian,absolute_residual,2,21.397503211907292,0.0,equicorrelated
0.1,10,10,5,Unscaled,Gaussian,absolute_residual,3,21.397503211907292,0.0,equicorrelated
0.1,10,10,5,Unscaled,Gaussian,absolute_residual,4,21.397503211907292,0.0,equicorrelated
0.1,10,10,5,Unscaled,Gaussian,absolute_residual,5,21.397503211907292,0.0,equicorrelated
0.1,10,10,5,Unscaled,Gaussian,absolute_residual,6,21.397503211907292,0.0,equicorrelated
0.1,10,10,5,Unscaled,Gaussian,absolute_residual,7,21.397503211907292,0.0,equicorrelated
0.1,10,10,5,Unscaled,Gaussian,absolute_residual,8,21.397503211907292,0.0,equicorrelated
0.1,10,10,5,Unscaled,Gaussian,absolute_residual,9,21.397503211907292,0.0,equicorrelated
0.1,10,10,5,Unscaled,Gaussian,absolute_residual,10,21.397503211907292,0.0,equicorrelated
0.1,10,10,5,Empirical_copula,Gaussian,absolute_residual,1,21.397503211863405,0.0,equicorrelated
0.1,10,10,5,Empirical_copula,Gaussian,absolute_residual,2,12.969695439898274,0.0,equicorrelated
0.1,10,10,5,Empirical_copula,Gaussian,absolute_residual,3,16.008448351231383,0.0,equicorrelated
0.1,10,10,5,Empirical_copula,Gaussian,absolute_residual,4,13.729268864341648,0.0,equicorrelated
0.1,10,10,5,Empirical_copula,Gaussian,absolute_residual,5,10.791305102589188,0.0,equicorrelated
0.1,10,10,5,Empirical_copula,Gaussian,absolute_residual,6,12.773853548303073,0.0,equicorrelated
0.1,10,10,5,Empirical_copula,Gaussian,absolute_residual,7,6.948638835130476,0.0,equicorrelated
