alpha,n_dim,n_cal,method,noise_type,correlation,correlation_structure,score_type,n_trials,test_coverage_avg,test_coverage_1std,coverage_vol_avg,coverage_vol_1std,coverage_max_length_median,runtime_avg
0.1,10,100,TSCP_R,Gaussian,0.9,equicorrelated,absolute_residual,200,0.902315625,0.030250653927636404,8006948352.107746,5789535252.045247,21.23933887636213,0.0029851603507995606
0.1,10,100,Unscaled,Gaussian,0.9,equicorrelated,absolute_residual,200,0.90089375,0.03045770182053207,3395351864413.7944,3231850648171.676,17.24295813027495,7.999777793884278e-05
0.1,10,300,Empirical_copula,Gaussian,0.9,equicorrelated,absolute_residual,200,0.894928125,0.021644666520955952,5732494166.839046,2766351447.982564,20.700258175529836,0.0036296606063842773
0.1,10,300,Point_CHR,Gaussian,0.9,equicorrelated,absolute_residual,200,0.901190625,0.026021347831138974,7438719903.683364,4577879210.888671,21.161846790362787,0.0003677248954772949
0.1,10,300,TSCP_R,Gaussian,0.9,equicorrelated,absolute_residual,200,0.90396875,0.02058138852716283,6636239611.925498,3048241166.3678484,21.050351736671864,0.00404693603515625
0.1,10,300,Unscaled,Gaussian,0.9,equicorrelated,absolute_residual,200,0.9039499999999999,0.017624374075631385,2806449828662.8174,1297811448024.0916,17.47981425545777,8.005857467651368e-05
0.1,10,500,Empirical_copula,Gaussian,0.9,equicorrelated,absolute_residual,200,0.898953125,0.016006454009529124,5818419466.174208,1980869460.9595501,20.802454893554085,0.007430000305175781
0.1,10,500,Point_CHR,Gaussian,0.9,equicorrelated,absolute_residual,200,0.904084375,0.019894101458689174,7110856703.398299,3279602158.208142,21.160697261687332,0.00045624613761901855
0.1,10,500,TSCP_R,Gaussian,0.9,equicorrelated,absolute_residual,200,0.90371875,0.01599170811167919,6299921244.228,2149622173.7570353,20.971911342082645,0.005155775547027588
0.1,10,500,Unscaled,Gaussian,0.9,equicorrelated,absolute_residual,200,0.904909375,0.014609580613862238,2766122769579.019,1069802874813.3702,17.450530897093174,8.007287979125977e-05
