dataset,method,coordinate,target,n_trials,full_length_mean,full_length_sd,paired_length_ratio_mean,paired_length_ratio_sd,infinite_fraction,marginal_coverage_mean,marginal_coverage_sd,marginal_mc95_lower,marginal_mc95_upper
scm20d,Unscaled,15,MTLp15A,200,658.8108769918346,34.92566967926108,1.0,0.0,0.0,0.9804319955406914,0.004314233361560534,0.9798340733022376,0.9810299177791452
scm20d,Unscaled,16,MTLp16A,200,658.8108769918346,34.92566967926108,1.0,0.0,0.0,0.9755629877369009,0.004977020376920969,0.9748732079046105,0.9762527675691912
scm20d,Point_CHR,1,LBL,200,492.02968037518144,53.962226011331055,0.7470599107528474,0.07371355661312516,0.0,0.9839882943143813,0.005424781115363486,0.9832364580098085,0.984740130618954
scm20d,Point_CHR,2,MTLp2A,200,537.6016387647587,59.78114227121877,0.8162680669088108,0.08250944474358575,0.0,0.9821098104793756,0.006249111076106839,0.9812437278709882,0.982975893087763
scm20d,Point_CHR,3,MTLp3A,200,530.0703281072413,60.15887505612598,0.8052144734609351,0.08698577715704157,0.0,0.9845122630992197,0.0065650056645096076,0.9836023997345348,0.9854221264639046
scm20d,Point_CHR,4,MTLp4A,200,632.7134165095858,70.72438958252981,0.9607279829093625,0.09831954139597529,0.0,0.9867920847268672,0.005884588247943956,0.9859765224049633,0.9876076470487711
scm20d,Point_CHR,5,MTLp5A,200,669.9563560745787,72.30190150300986,1.0172487347105905,0.0987734633583515,0.0,0.9818311036789297,0.005676031386788854,0.9810444458632998,0.9826177614945596
scm20d,Point_CHR,6,MTLp6A,200,728.6996819216979,72.64115590232302,1.1065714154875486,0.09964750583712344,0.0,0.9822324414715721,0.006256936555560855,0.9813652743070654,0.9830996086360787
scm20d,Point_CHR,7,MTLp7A,200,747.4446878506564,77.61754644890809,1.1348707828044367,0.10496468365782542,0.0,0.9825613154960982,0.006579853260090729,0.9816493943596514,0.9834732366325449
scm20d,Point_CHR,8,MTLp8A,200,796.4579820990498,88.00751729636504,1.2092758655539046,0.12131888311255101,0.0,0.982299331103679,0.0062951393023602895,0.9814268693085932,0.9831717928987647
scm20d,Point_CHR,9,MTLp9A,200,535.1769374452873,62.70819729926858,0.8125584849663867,0.08654300023796908,0.0,0.9850027870680043,0.006317941174460658,0.9841271650946749,0.9858784090413336
scm20d,Point_CHR,10,MTLp10A,200,609.5489754007131,72.59597339607775,0.9252455729816111,0.09752444127799427,0.0,0.9840078037904125,0.006048196050301797,0.9831695665839542,0.9848460409968709
scm20d,Point_CHR,11,MTLp11A,200,564.8103225577448,60.94099506153523,0.8582010460592793,0.08961974429937171,0.0,0.9856744704570792,0.005957317419921474,0.984848828386199,0.9865001125279594
scm20d,Point_CHR,12,MTLp12A,200,633.9693937081469,69.61524736241581,0.9630647253745124,0.09944676327285852,0.0,0.9856772575250836,0.005128667132267972,0.9849664605247793,0.9863880545253879
scm20d,Point_CHR,13,MTLp13A,200,700.0919585325174,83.50746623171332,1.0632629283810806,0.11946213842504237,0.0,0.985036231884058,0.006522826550528994,0.984132214246327,0.9859402495217889
scm20d,Point_CHR,14,MTLp14A,200,753.0327139947324,82.14655182413732,1.1437513596759983,0.11799277957328881,0.0,0.9833054626532888,0.006355922802164914,0.9824245766949234,0.9841863486116541
scm20d,Point_CHR,15,MTLp15A,200,747.8283367648493,78.99972076893187,1.1357718708301041,0.11121783479695879,0.0,0.9864464882943144,0.005449947219780357,0.9856911641456161,0.9872018124430126
scm20d,Point_CHR,16,MTLp16A,200,775.0182238419312,85.08052803879913,1.1767601476334155,0.1173382505826375,0.0,0.9835451505016722,0.0063007081167225695,0.9826719169082924,0.9844183840950521
scm20d,TSCP_R,1,LBL,200,492.69813391353654,45.74523939876184,0.748187304169308,0.0608124776659867,0.0,0.984283723522854,0.0044857347880476435,0.9836620323993563,0.9849054146463516
scm20d,TSCP_R,2,MTLp2A,200,539.0240215591291,47.3867261588089,0.8188114373734632,0.06565919204553153,0.0,0.9826254180602007,0.0049280504111507695,0.9819424251189048,0.9833084110014965
scm20d,TSCP_R,3,MTLp3A,200,553.4952878999394,58.94319537220584,0.8404983853389961,0.08100533366459779,0.0,0.9865886287625417,0.004909808402665638,0.9859081640346348,0.9872690934904487
scm20d,TSCP_R,4,MTLp4A,200,604.9542982576661,46.06119730916399,0.9187621723110948,0.05852502248168672,0.0,0.9853511705685618,0.004733163971277157,0.9846951875098124,0.9860071536273112
scm20d,TSCP_R,5,MTLp5A,200,673.0921227155291,57.05524082005693,1.02220606176643,0.07484524689564487,0.0,0.982196209587514,0.005155219138564071,0.9814817326668832,0.9829106865081447
scm20d,TSCP_R,6,MTLp6A,200,731.6597432480668,57.018213862104076,1.1110485469569853,0.07148290583258418,0.0,0.9826839464882943,0.005202083336095769,0.9819629745212571,0.9834049184553314
scm20d,TSCP_R,7,MTLp7A,200,738.0518452872268,60.98184988819368,1.1205127008607625,0.07423167246021971,0.0,0.9823160535117057,0.0056889014906945905,0.9815276119906775,0.9831044950327339
scm20d,TSCP_R,8,MTLp8A,200,796.4438197628962,75.58588522488665,1.2091817395116562,0.09785095709645537,0.0,0.9824804905239688,0.005423506645956384,0.9817288308518443,0.9832321501960933
scm20d,TSCP_R,9,MTLp9A,200,519.153180396229,44.24213186057752,0.7886423773080685,0.06105722680032649,0.0,0.984077480490524,0.005199231218573955,0.9833569038068084,0.9847980571742396
scm20d,TSCP_R,10,MTLp10A,200,601.442678629441,51.57498797767902,0.9136199713799644,0.07123867727092136,0.0,0.9842502787068006,0.004762379150839151,0.9835902466307412,0.98491031078286
scm20d,TSCP_R,11,MTLp11A,200,545.5309312691766,42.273021443097,0.8289566866510938,0.06073309433600744,0.0,0.984314381270903,0.0051170373889954344,0.9836051960707836,0.9850235664710224
scm20d,TSCP_R,12,MTLp12A,200,615.2494537997231,48.28262411429729,0.9345879938322806,0.0654454306744548,0.0,0.9847463768115943,0.004508122570350713,0.9841215828997709,0.9853711707234176
scm20d,TSCP_R,13,MTLp13A,200,680.3833030433825,55.6144958101171,1.0337968548506153,0.07870139451867399,0.0,0.9843115942028985,0.005002353331469514,0.9836183034022341,0.9850048850035629
scm20d,TSCP_R,14,MTLp14A,200,748.3091984383327,69.05560687602393,1.1360993434785984,0.0889998106628902,0.0,0.9831995540691193,0.005322828011394815,0.9824618477438577,0.9839372603943809
scm20d,TSCP_R,15,MTLp15A,200,716.1636199825801,60.868856546824446,1.0872148151703596,0.0741470202472801,0.0,0.9846989966555184,0.005250086199882919,0.9839713718309832,0.9854266214800537
scm20d,TSCP_R,16,MTLp16A,200,766.7047352960049,62.76833932775079,1.1645499849729215,0.0839491220177486,0.0,0.9837541806020067,0.004934473922369086,0.983070297407476,0.9844380637965374
energy,Empirical_copula,1,Y1,200,2.3769235000000166,1.2994491587123238,0.3105354968032436,0.1301193616698805,0.0,0.9378246753246754,0.046070069571850183,0.9314396894382931,0.9442096612110576
energy,Empirical_copula,2,Y2,200,8.655757,2.2651727501431247,1.1192897939546862,0.21236188900624106,0.0,0.9325324675324675,0.04718052379555901,0.9259935805425761,0.939071354522359
energy,Unscaled,1,Y1,200,7.768461000107713,1.6716346446233716,1.0,0.0,0.0,0.9990584415584416,0.0037053009523363594,0.9985449130462137,0.9995719700706694
energy,Unscaled,2,Y2,200,7.768461000107713,1.6716346446233716,1.0,0.0,0.0,0.9176298701298701,0.04762656073618699,0.9110291655738845,0.9242305746858557
energy,Point_CHR,1,Y1,200,2.585559925666268,1.2521146134043848,0.34013202929171305,0.14697436811203227,0.0,0.9454220779220779,0.052277788837487175,0.9381767460395625,0.9526674098045933
energy,Point_CHR,2,Y2,200,10.772456594246659,9.529873546719172,1.3521443292737896,0.8512808353827099,0.0,0.9394805194805196,0.05248272776680096,0.9322067845115014,0.9467542544495378
energy,TSCP_R,1,Y1,200,2.715988775042312,1.1537525997804334,0.35639589509102115,0.12544453755215193,0.0,0.9621753246753246,0.035580918331934386,0.9572440609831869,0.9671065883674623
energy,TSCP_R,2,Y2,200,9.853457245332445,2.33235175576695,1.2813598243588529,0.23229016267622443,0.0,0.9537987012987014,0.03609963684388977,0.9487955468886069,0.9588018557087958
student,Empirical_copula,1,G1,200,8.711300000000001,1.8995512059219668,0.8670645677960497,0.13955861800800543,0.0,0.9233587786259543,0.052769759849154545,0.9160452630398934,0.9306722942120151
student,Empirical_copula,2,G2,200,9.192950000000002,2.069364672608771,0.9121464182202083,0.13575538092334585,0.0,0.9222137404580153,0.05186048157116218,0.9150262444118799,0.9294012365041507
student,Empirical_copula,3,G3,200,9.80385,2.980346794009518,0.9603239816980897,0.1659872005677049,0.0,0.9190839694656487,0.05505190363971762,0.9114541648869977,0.9267137740442998
student,Unscaled,1,G1,200,10.159400000116113,2.1667115253675306,1.0,0.0,0.0,0.9562213740458014,0.03489749685579941,0.9513848277378597,0.9610579203537432
student,Unscaled,2,G2,200,10.159400000116113,2.1667115253675306,1.0,0.0,0.0,0.9437404580152672,0.040082482097851715,0.938185309415224,0.9492956066153103
student,Unscaled,3,G3,200,10.159400000116113,2.1667115253675306,1.0,0.0,0.0,0.9356106870229007,0.0394066327538887,0.9301492063630762,0.9410721676827253
student,Point_CHR,1,G1,200,14.274461460398333,7.420322012968283,1.4041421650114017,0.6321705250868666,0.0,0.9689312977099237,0.04290664796689273,0.9629847396897905,0.9748778557300569
student,Point_CHR,2,G2,200,15.335486089379375,6.951791684017616,1.5155370779723205,0.6279257716888874,0.0,0.9740076335877862,0.034894308157031186,0.9691715292109468,0.9788437379646255
student,Point_CHR,3,G3,200,16.986872899858042,8.555109120868535,1.6632286297239558,0.7345987406430814,0.0,0.9674809160305344,0.037233881246847796,0.9623205633663044,0.9726412686947644
student,TSCP_R,1,G1,200,10.250945976596785,2.7078431755081347,1.0122858538582342,0.16684110350370518,0.0,0.9542366412213741,0.04136375179650304,0.9485039177008117,0.9599693647419365
student,TSCP_R,2,G2,200,11.001324308506263,2.809797521624465,1.0806632261538587,0.13765177297376066,0.0,0.9525572519083968,0.0412388275832457,0.9468418420004668,0.9582726618163268
student,TSCP_R,3,G3,200,12.118931677854702,3.802738942127991,1.1834610767062137,0.217183459010874,0.0,0.952175572519084,0.03895748258763487,0.946776340896412,0.957574804141756
