dataset,trial,n_cal,n_test,n_dim,alpha,fallback,any_backward,backward_coordinates,binary_coordinates,binary_candidates,backward_candidates,regime,runtime_ms,zero_scale_coordinates,fit_seconds
energy,33,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4867,0,0.23886620020493865
energy,34,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4457,0,0.24573510000482202
energy,35,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5055,0,0.25945360003970563
energy,36,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4423,0,0.28343879990279675
energy,37,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4248,0,0.25637700012885034
energy,38,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.4623,0,0.24243290000595152
energy,39,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5242,0,0.2716471999883652
energy,40,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.463,0,0.24045610008761287
energy,41,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.4472,0,0.256216200068593
energy,42,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4435,0,0.2693120001349598
energy,43,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4349,0,0.2655978000257164
energy,44,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4252,0,0.26921349996700883
energy,45,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4335,0,0.26699639996513724
energy,46,38,154,2,0.1,0,0,0,2,11,0,binary_only,0.4758,0,0.2710345999803394
energy,47,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4332,0,0.25057379994541407
energy,48,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4251,0,0.24872540007345378
energy,49,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.3666,0,0.25988190015777946
energy,50,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.413,0,0.24998899991624057
energy,51,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4977,0,0.2750190000515431
energy,52,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4157,0,0.23376650013960898
energy,53,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4442,0,0.26928269979543984
energy,54,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4548,0,0.2759221999440342
energy,55,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4649,0,0.24227629997767508
energy,56,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.565,0,0.26014379994012415
energy,57,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.518,0,0.2557071999181062
energy,58,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4473,0,0.261075499933213
energy,59,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4561,0,0.27970890002325177
energy,60,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.517,0,0.24926220020279288
energy,61,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4611,0,0.2658707001246512
energy,62,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4183,0,0.25689940014854074
energy,63,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4432,0,0.24310369999147952
energy,64,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4582,0,0.2731393000576645
energy,65,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.4119,0,0.27467009983956814
energy,66,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4229,0,0.2667344999499619
energy,67,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4452,0,0.28780129994265735
energy,68,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4452,0,0.28011479997076094
energy,69,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.417,0,0.24776019994169474
energy,70,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4755,0,0.26631119986996055
energy,71,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4864,0,0.27016060007736087
energy,72,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4227,0,0.27779640001244843
energy,73,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.4343,0,0.2706206999719143
energy,74,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4851,0,0.25934770004823804
energy,75,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5319,0,0.27864759997464716
energy,76,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5051,0,0.25810229987837374
energy,77,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.495,0,0.25009889993816614
energy,78,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4222,0,0.26912819989956915
energy,79,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.39,0,0.2339253998361528
energy,80,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4231,0,0.26614830014295876
energy,81,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4758,0,0.2630737000145018
energy,82,38,154,2,0.1,0,0,0,2,11,0,binary_only,0.4711,0,0.273609499912709
energy,83,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.6049,0,0.26117580011487007
energy,84,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4635,0,0.2482626000419259
energy,85,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.441,0,0.2587071000598371
energy,86,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4987,0,0.24864099989645183
energy,87,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4826,0,0.2572937000077218
energy,88,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4355,0,0.2626925001386553
energy,89,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4723,0,0.28038699994795024
energy,90,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4633,0,0.26095240004360676
energy,91,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4536,0,0.2696173000149429
energy,92,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4451,0,0.28236970002762973
energy,93,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4374,0,0.25329050002619624
energy,94,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4664,0,0.25662429980002344
energy,95,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4704,0,0.2639556999783963
energy,96,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4492,0,0.2480196999385953
energy,97,38,154,2,0.1,0,0,0,2,11,0,binary_only,0.5059,0,0.2428229998331517
energy,98,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4143,0,0.27339309989474714
energy,99,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4573,0,0.2456123000010848
energy,100,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4381,0,0.2619723998941481
energy,101,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4928,0,0.27152399998158216
energy,102,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4664,0,0.24801839981228113
energy,103,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.4518,0,0.24904850008897483
energy,104,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.458,0,0.26005679997615516
energy,105,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4573,0,0.24365970003418624
energy,106,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4321,0,0.27566209994256496
energy,107,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4548,0,0.2564499999862164
energy,108,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4173,0,0.2619477000553161
energy,109,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4439,0,0.2573409001342952
energy,110,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4831,0,0.25648050010204315
energy,111,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.4344,0,0.25299050007015467
energy,112,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4585,0,0.2576917000114918
energy,113,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4384,0,0.26836099987849593
energy,114,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4252,0,0.2704342999495566
energy,115,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5025,0,0.27448550006374717
energy,116,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4604,0,0.2825046998914331
energy,117,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4491,0,0.2621760000474751
energy,118,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4191,0,0.28395409998483956
energy,119,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4185,0,0.2756157999392599
energy,120,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4301,0,0.2466634998563677
energy,121,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5116,0,0.2647210001014173
energy,122,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4517,0,0.30186029989272356
energy,123,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4518,0,0.26371690002270043
energy,124,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4937,0,0.3105839998461306
energy,125,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.492,0,0.2659163000062108
energy,126,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4732,0,0.2574462001211941
energy,127,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5005,0,0.2864772998727858
energy,128,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.4252,0,0.25819350010715425
energy,129,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4268,0,0.2545797999482602
energy,130,38,154,2,0.1,0,0,0,2,8,0,binary_only,0.3485,0,0.30019960016943514
energy,131,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4633,0,0.2644303000997752
energy,132,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5038,0,0.2678305001463741
energy,133,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4546,0,0.28079860005527735
energy,134,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4708,0,0.26373889995738864
energy,135,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4288,0,0.26456099981442094
energy,136,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4412,0,0.26975159998983145
energy,137,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5609,0,0.26561430003494024
energy,138,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.459,0,0.25873630004934967
energy,139,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4469,0,0.256808300036937
energy,140,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4538,0,0.2686434998176992
energy,141,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4579,0,0.24527659988962114
energy,142,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.659,0,0.2569438999053091
energy,143,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.3855,0,0.24496039981022477
energy,144,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.527,0,0.24841500003822148
energy,145,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4744,0,0.26124699995853007
energy,146,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4853,0,0.3152116001583636
energy,147,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4754,0,0.26517540006898344
energy,148,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5094,0,0.2592543000355363
energy,149,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4343,0,0.24265170004218817
energy,150,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.439,0,0.26679820008575916
energy,151,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4502,0,0.27561490004882216
energy,152,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4475,0,0.2676608001347631
energy,153,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4281,0,0.24785110005177557
energy,154,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4256,0,0.2612204998731613
energy,155,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4383,0,0.2613623000215739
energy,156,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4514,0,0.24166070017963648
energy,157,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4939,0,0.27130990009754896
energy,158,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4817,0,0.24876950006000698
energy,159,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.4522,0,0.25588169996626675
energy,160,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4394,0,0.2943849000148475
energy,161,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4283,0,0.25153320003300905
energy,162,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5162,0,0.2812680001370609
energy,163,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4504,0,0.26518909982405603
energy,164,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4423,0,0.2564918000716716
energy,165,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.5795,0,0.2635262000840157
energy,166,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4755,0,0.258109699934721
energy,167,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.412,0,0.2723248000256717
energy,168,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4957,0,0.2628848000895232
energy,169,38,154,2,0.1,0,0,0,2,11,0,binary_only,0.4391,0,0.25178749999031425
energy,170,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4279,0,0.26446150010451674
energy,171,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4387,0,0.25222659995779395
energy,172,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.3992,0,0.2668631998822093
energy,173,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4703,0,0.25760019989684224
energy,174,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4791,0,0.2677664998918772
energy,175,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4775,0,0.2633104999549687
energy,176,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5063,0,0.2510873998980969
energy,177,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4572,0,0.24252879992127419
energy,178,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.453,0,0.2363197999075055
energy,179,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5343,0,0.2584725001361221
energy,180,38,154,2,0.1,0,0,0,2,9,0,binary_only,0.5598,0,0.28018109989352524
energy,181,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4729,0,0.2779575001914054
energy,182,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4959,0,0.2512271001469344
energy,183,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4835,0,0.2604259999934584
energy,184,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4477,0,0.2977696000598371
energy,185,38,154,2,0.1,0,0,0,2,11,0,binary_only,0.5053,0,0.2553502998780459
energy,186,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4855,0,0.2724879998713732
energy,187,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4351,0,0.25508869998157024
energy,188,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5023,0,0.25613499991595745
energy,189,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4344,0,0.2732383001130074
energy,190,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4941,0,0.25074859987944365
energy,191,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4578,0,0.2619231999851763
energy,192,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4327,0,0.25703389989212155
energy,193,38,154,2,0.1,0,0,0,2,11,0,binary_only,0.4646,0,0.2592451998498291
energy,194,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4529,0,0.23781259986571968
energy,195,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4494,0,0.25775910005904734
energy,196,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4586,0,0.25947799999266863
energy,197,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.4715,0,0.27339309989474714
energy,198,38,154,2,0.1,0,0,0,2,10,0,binary_only,0.5951,0,0.27457630005665123
energy,199,38,154,2,0.1,0,0,0,2,11,0,binary_only,0.535,0,0.279304499970749
student,0,32,131,3,0.1,0,0,0,3,14,0,binary_only,0.5816,0,0.6874325999524444
student,1,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5867,0,0.7178424999583513
student,2,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.584,0,0.6606947998516262
student,3,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6283,0,0.6815751001704484
student,4,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.613,0,0.6676914999261498
student,5,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5281,0,0.6614973999094218
student,6,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5738,0,0.6592260000761598
student,7,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6279,0,0.6759670001920313
student,8,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5528,0,0.6871545000467449
student,9,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5941,0,0.7313598000910133
student,10,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.583,0,0.6861793000716716
student,11,32,131,3,0.1,0,0,0,3,16,0,binary_only,0.6914,0,0.6454056000802666
student,12,32,131,3,0.1,0,0,0,3,16,0,binary_only,0.6252,0,0.6908094000536948
student,13,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5864,0,0.6586867000441998
student,14,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5874,0,0.7139429000671953
student,15,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.579,0,0.7429612998384982
student,16,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6163,0,0.7091997000388801
student,17,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6558,0,0.6872532998677343
student,18,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5549,0,0.807776500005275
student,19,32,131,3,0.1,0,0,0,3,14,0,binary_only,0.5352,0,0.7235274999402463
student,20,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6794,0,0.7029518000781536
student,21,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6153,0,0.6923112000804394
student,22,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6619,0,0.6385087000671774
student,23,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6241,0,0.6860026998911053
student,24,32,131,3,0.1,0,0,0,3,18,0,binary_only,0.7446,0,0.6981635999400169
student,25,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.7739,0,0.6912386999465525
student,26,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.8071,0,0.72002620017156
student,27,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5806,0,0.691817699931562
student,28,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6088,0,0.6840226999484003
student,29,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6055,0,0.7059766000602394
student,30,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6591,0,0.6952176000922918
student,31,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.599,0,0.6975112000945956
student,32,32,131,3,0.1,0,0,0,3,16,0,binary_only,0.6667,0,0.6856662000063807
student,33,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6574,0,0.6820261999964714
student,34,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6849,0,0.6889173998497427
student,35,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5524,0,0.6383340999018401
student,36,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6364,0,0.6628009001724422
student,37,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6631,0,0.622310500126332
student,38,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5977,0,0.6887929001823068
student,39,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5674,0,0.693995000096038
student,40,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6699,0,0.6722411999944597
student,41,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6107,0,0.6579807000234723
student,42,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5801,0,0.6436322999652475
student,43,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5599,0,0.6668068000581115
student,44,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5739,0,0.6724898000247777
student,45,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6,0,0.6973725000862032
student,46,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5658,0,0.6523327000904828
student,47,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6454,0,0.7036403999663889
student,48,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5576,0,0.6906982001382858
student,49,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5784,0,0.679224600084126
student,50,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6044,0,0.6587877999991179
student,51,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6567,0,0.7168626999482512
student,52,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6356,0,0.6610568999312818
student,53,32,131,3,0.1,0,0,0,3,14,0,binary_only,0.6241,0,0.6347761999350041
student,54,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.511,0,0.6631499000359327
student,55,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5824,0,0.650332200108096
student,56,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6565,0,0.6663842999842018
student,57,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6835,0,0.6461509999353439
student,58,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6043,0,0.6602509999647737
student,59,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5128,0,0.7048471998423338
student,60,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5902,0,0.6680182998534292
student,61,32,131,3,0.1,0,0,0,3,14,0,binary_only,0.5966,0,0.6541663999669254
student,62,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6006,0,0.6728931001853198
student,63,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.572,0,0.664721000008285
student,64,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.7154,0,0.6493229998741299
student,65,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6282,0,0.6415847002062947
student,66,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6624,0,0.6443102001212537
student,67,32,131,3,0.1,0,0,0,3,16,0,binary_only,0.7605,0,0.6546537999529392
student,68,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6035,0,0.6793718999251723
student,69,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6153,0,0.6716424999758601
student,70,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6775,0,0.6959796000737697
student,71,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6064,0,0.6842749000061303
student,72,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.545,0,0.7055636001750827
student,73,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5584,0,0.6546340000350028
student,74,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5866,0,0.6986899999901652
student,75,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5376,0,0.6848746999166906
student,76,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6019,0,0.6514515997841954
student,77,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6219,0,0.6528205000795424
student,78,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6727,0,0.6994739000219852
student,79,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.8087,0,0.66278629982844
student,80,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5663,0,0.675472600152716
student,81,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.672,0,0.6610310000833124
student,82,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5394,0,0.651512400014326
student,83,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5837,0,0.6376109998673201
student,84,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6209,0,0.6524528998415917
student,85,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5897,0,0.6979322999250144
student,86,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6014,0,0.6957185000646859
student,87,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6581,0,0.6581255998462439
student,88,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5262,0,0.6508663999848068
student,89,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6423,0,0.7564732001628727
student,90,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5718,0,0.6905801999382675
student,91,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5795,0,0.6870860999915749
student,92,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5787,0,0.6541979000903666
student,93,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6701,0,0.6551195001229644
student,94,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6387,0,0.6692583998665214
student,95,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6205,0,0.6678943999577314
student,96,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5758,0,0.6887886000331491
student,97,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6003,0,0.6771736000664532
student,98,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5992,0,0.6656873000320047
student,99,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6496,0,0.7009570999071002
student,100,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5926,0,0.6581143999937922
student,101,32,131,3,0.1,0,0,0,3,16,0,binary_only,0.6365,0,0.6457903999835253
student,102,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.623,0,0.6595987000036985
student,103,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6326,0,0.6486127998214215
student,104,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5652,0,0.6336190002039075
student,105,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6237,0,0.6465345001779497
student,106,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6364,0,0.6904076999053359
student,107,32,131,3,0.1,0,0,0,3,16,0,binary_only,0.6413,0,0.6671815000008792
student,108,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6071,0,0.5964637000579387
student,109,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5739,0,0.6601601999718696
student,110,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6088,0,0.6389014001470059
student,111,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6061,0,0.6928953998722136
student,112,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5511,0,0.6556211998686194
student,113,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6058,0,0.6941094999201596
student,114,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6327,0,0.6701227999292314
student,115,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5715,0,0.6659712998662144
student,116,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6493,0,0.6344908999744803
student,117,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6386,0,0.6443872000090778
student,118,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6016,0,0.6772167000453919
student,119,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6317,0,0.6707631999161094
student,120,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5803,0,0.6719724999275059
student,121,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6329,0,0.6730175002012402
student,122,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5586,0,0.694340999936685
student,123,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5753,0,0.6851317000109702
student,124,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5747,0,0.6622772999107838
student,125,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5647,0,0.6712163998745382
